name,primary_type,mobile,website,address,rating,reviews,maps_url
Excellence Table Tennis Academy,sports_club,9650430062,http://esaindia.in/,"Sector 28, Sushant Lok Phase I, Sector 43, Gurugram, Haryana 122002, India",4.8,130,https://maps.google.com/?cid=15560180206202778462&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
not JUST paranthas,restaurant,9811636780,https://www.notjustparanthas.in/,"Hamilton Ct Rd, Sector 28, DLF City IV, Gurugram, Haryana 122009, India",4.5,129,https://maps.google.com/?cid=14076025624771521933&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Dr. Paithankar's Clinic,doctor,9479692613,https://gastroenterologistingurgaon.com/,"Ground floor, Unit no 394, Metro Station Iffco Chowk, near IFFCO Chowk, Sector 29, Gurugram, Haryana 122022, India",4.9,129,https://maps.google.com/?cid=2490858999557280132&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
HENXS CAFE,cafe,9310723545,,"Building, 18,19, Street, no - 15, U Block, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",4.8,129,https://maps.google.com/?cid=4124703520509674264&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Systumm Café,cafe,9650374445,https://instagram.com/systummcafe,"Road, near Hamilton Court Galleria Market, DLF Phase IV, Sector 27, Gurugram, Haryana 122009, India",4.8,127,https://maps.google.com/?cid=5692801181464623106&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
School For European Pastry & Culinary Arts,,9833043063,https://sep.in.net/gurugram/,"784, Phase V, HSIIDC, Sector 19, Gurugram, Haryana 122016, India",5,127,https://maps.google.com/?cid=4513107325639872815&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
astrology Vastu Numerology,astrologer,9653561556,,"196 P, near Jan Pratinidhi Apartments, Sector 28, Chakkarpur, Gurugram, Haryana 122002, India",4.8,126,https://maps.google.com/?cid=5175996831824168057&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Sound-Squirrel Studio,store,9810102801,http://sound-squirrel.com/,"Office No 5 & 6, First Floor 2640, Sushant Market, Sector 28, DLF Phase IV, Gurugram, Haryana 122002, India",4.5,125,https://maps.google.com/?cid=9057027336364161208&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
The Cake Studio by Menakshi,bakery,9910489454,https://thecakestudiobymenakshi.com/,"Beverly Park-1, 608, Mehrauli-Gurgaon Rd, Sector 28, Sushant Lok Phase I, Gurugram, Haryana 122002, India",4.9,125,https://maps.google.com/?cid=481846792349986150&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
O.P. Marbles,manufacturer,9810992638,http://www.opmarbles.com/,"Plot No. 31, Marble Market, 8, Mehrauli-Gurgaon Rd, opposite Metro Pillar No, Sikanderpur, Arjan Garh, Aya Nagar, Gurugram, Haryana 122002, India",4.8,125,https://maps.google.com/?cid=1097929095904150252&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Terrè,bar_and_grill,9718122700,http://terre.co.in/,"Terrè, Hamilton Ct Rd, near Bestech Centre Point, Block A, near IFFICO Metro Station, Sector 28, Sushant Lok Phase I, Sector 43, Gurugram, Haryana 122009, India",4.1,124,https://maps.google.com/?cid=7427866626214906869&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Arista Vault,corporate_office,9625561926,http://www.aristavault.com/,"Plot No. 76, D, First floor, Phase-4, Phase IV, Udyog Vihar, Sector 18, Gurugram, Haryana 122015, India",4.4,124,https://maps.google.com/?cid=7834178885426993732&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
24 Seven Days,service,9990991120,https://24sevendays.com/,"S-31, LGF 13 & 14, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",3.7,120,https://maps.google.com/?cid=10029140803784895187&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
MYRA CAFE,fast_food_restaurant,9650027127,http://myracafe.com/?utm_source=gmb&utm_medium=referral,"Sewa Corporate Park, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",4.8,119,https://maps.google.com/?cid=12599935626647080246&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
The Kam Spa - Spa in MG Road,spa,8800002832,https://thekamspa.com/,"LG 30, DLF City, Centre Mall, Sector 28, Maruti Housing Colony, Gurugram, Haryana 122002, India",4.8,119,https://maps.google.com/?cid=11273813962317318213&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Super Placement Services,consultant,9818751559,http://www.superplacement.in/,"Gali no-1, Basai Enclave Part-1, Near Olive Garden Gurugram, Circle-2, U Block, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",4.4,118,https://maps.google.com/?cid=7746826139796797271&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
37 @ SIRIS ROAD,hotel,9810500332,http://www.37sirisroad.com/,"Block T, 37, Siris Rd, near City Club, T Block, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",4.2,117,https://maps.google.com/?cid=6230928968931805709&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Gulmi Kitchen,restaurant,8851471661,,"V22/2, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",4.8,117,https://maps.google.com/?cid=2959184079607447948&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Karma- A Unit of Lockup,restaurant,9582204219,,"F3MW+WC7, Mehrauli-Gurgaon Rd, Sikanderpur, Nathupur, Sector 24, Gurugram, Haryana 122002, India",3.8,116,https://maps.google.com/?cid=7926934873613503373&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
The Audio Co.,electronics_store,9810502023,http://theaudio.co/,"Plot 41, Sector 42, Gurugram, Haryana 122009, India",5,115,https://maps.google.com/?cid=6235917237028135970&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Water Shield Solutions,service,9355389866,http://watershieldsolutions.com/?utm_source=gmb&utm_medium=referral,"Shop No. 12, Welding Market, 55-56, Road, near Rapid Metro Station, Sikanderpur, Sector 26, Gurugram, Haryana 122002, India",4.9,114,https://maps.google.com/?cid=17489306003064017241&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Pooja Salon & academy,beauty_salon,9910300084,http://www.poojamakeoversalon.com/,"S-24/1, near Neelkanth Hospital, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",4.6,114,https://maps.google.com/?cid=1686477258375305336&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Kachori Kaka,restaurant,8826000547,https://oldschoolfoods.in/,"Street No. 69, U Block, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",4.8,114,https://maps.google.com/?cid=15181974917113145164&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Elite Listen - Audiologist & Hearing Aid Clinic,store,8800792198,https://elitelisten.com/,"Ground Floor 84P, opp. Huda Water Works, Sector 43, Gurugram, Haryana 122002, India",5,113,https://maps.google.com/?cid=4454701759966306291&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Tryclean - The Healthy Dry Cleaners & Laundry Service,laundry,9711113500,http://www.tryclean.in/,"Shop No 1, 203, Mehrauli-Gurgaon Rd, opposite Metro Pillar No, Arjan Garh, Aya Nagar, New Delhi, Delhi 110047, India",4.8,113,https://maps.google.com/?cid=810753786930435955&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Orcadent - Best Dental Clinic in Gurgaon | | Root Canal | Implants | Laser Treatment | Aligners | Cosmetic Dentist,dentist,9870559065,https://orcadentindia.com/dentist-in-gurgaon/,"Orcadent V29/2, near DLF City, DLF Phase 3, CLub, Gurugram, Haryana 122010, India",5,113,https://maps.google.com/?cid=14000625962518480487&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
RAMAN COMPUTER,,9910314034,,"A1/3 basement, Qutab Plz Rd, DLF Phase 1, Sector 26, Gurugram, Haryana 122002, India",5,112,https://maps.google.com/?cid=4266545836931022526&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Varun Marbles | Sikanderpur Marble Market,supplier,9810398802,https://varunmarbles.in/,"420, Metro Pillar Number 6, 33, Mehrauli-Gurgaon Rd, Arjan Garh, Aya Nagar, Gurugram, Haryana 122002, India",4.5,112,https://maps.google.com/?cid=17816192954593145644&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Impressions Services Private Limited,corporate_office,9717564777,https://www.impressionsgroup.in/,"604, Udyog Vihar Phase V Rd, Udyog Vihar 3, Phase III, Udyog Vihar, Sector 19, Gurugram, Haryana 122015, India",4.1,112,https://maps.google.com/?cid=3618509938255639445&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Theme Music Institute Gurgaon (DLF Phase 1),educational_institution,9899088659,http://www.thememusic.in/,"22/12 A, Sector 28, DLF Phase 1, Gurugram, Haryana 122002, India",4.8,111,https://maps.google.com/?cid=6304707236200003777&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Best Packers And Movers,manufacturer,9205094005,https://bestpackersgurugram.in/,"16, Galli No. 15, U Block, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",4.8,111,https://maps.google.com/?cid=9445433964274262402&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
The Immersion Room,art_studio,9211431002,https://www.theimmersionroomproject.com/,"E5, Market Rd, Block E, DLF Phase 1, Sector 26A, Gurugram, Haryana 122002, India",4.9,110,https://maps.google.com/?cid=199559030915956875&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Furrvy,pet_boarding_service,6355093941,https://furrvy.com/,"199, Sector 27, Gurugram, Haryana 122009, India",4.8,108,https://maps.google.com/?cid=3655836248770563175&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Motilal Oswal Financial Services Limited,finance,9731177546,https://stockbroker.motilaloswal.com/motilal-oswal-financial-services-limited-step-by-step-trading-llp-stock-broker-sector-29-gurugram-30903/Home?utm_source=locator&utm_medium=googleplaces,"SCO 393 SF, above Basera Property, Sector 29, Gurugram, Haryana 122009, India",4.8,108,https://maps.google.com/?cid=14313729959716378342&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Akhilm Yoga Point,,7007681258,https://yoga-studios.ueniweb.com/?utm_campaign=gmb,"Community Centre, Silver Oaks Ave, G Block, DLF Phase 1, Sector 26, Gurugram, Haryana 122002, India",5,108,https://maps.google.com/?cid=15592755917733592616&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Dr Khoslas,dentist,9667807776,http://www.newdelhidentalclinic.com/,"H-35/20, Block H, DLF Phase 1, Sector 26, Gurugram, Haryana 122002, India",4.8,108,https://maps.google.com/?cid=11868766086758845994&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Asif used office furniture - old furniture office chair repairing shop Sikandarpur second hand furniture,furniture_store,9599305200,https://asiffurniture-32g9884.public.builtwithrocket.new/,"Shop no 113, shree ram furniture market, Sikanderpur, Nathupur, Sector 24, Gurugram, Haryana 122002, India",4.8,108,https://maps.google.com/?cid=10150213588103234503&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Dental Excellence,dental_clinic,7527858585,https://dentalexcellenceggn.com/,"E block, shopping mall, 2, Market Rd, behind Arjun Marg, Block E, DLF Phase 1, Sector 26A, Gurugram, Haryana 122002, India",5,106,https://maps.google.com/?cid=12543624586801561562&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
9 Muses Wellness Clinic - Aesthetic Clinic in Gurgaon by Dr Geeta Grewal,skin_care_clinic,9599668341,https://9mclinic.com/,"F9/13, Golf Course Rd, above Headlocks Luxury Salon, Block F, DLF Phase 1, Sector 26A, Gurugram, Haryana 122002, India",4.7,105,https://maps.google.com/?cid=16470519286377589582&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Dial 2 cab,taxi_service,9648044777,http://www.dial2cab.com/,"21, Phase I, Block C2, Sushant Lok Phase I, Sector 43, Gurugram, Haryana 122002, India",4.6,104,https://maps.google.com/?cid=16080629836053459659&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Craftevent.in,service,8920392184,http://www.victoryawnigscanopy.com/,"B-63(2nd floor, Sushant Lok Phase I, phase1, Gurugram, Haryana 122009, India",5,104,https://maps.google.com/?cid=3012491952115293311&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Ecogas Impex. Pvt. Ltd.,car_repair,9910450099,,"1, Mehrauli Gurgaon Road, Sikanderpur Rd, near Power House, Nathupur, Sector 24, Gurugram, Haryana 122002, India",4.4,104,https://maps.google.com/?cid=18043853356558672521&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Balaji Cleaning Agency,service,8744000042,https://www.balajicleaningagency.com/,"Shop No R-4, 747B, B Block Dr, near Sushant Shopping Arcade, Sushant Lok Phase I, Sector 27, Gurugram, Haryana 122009, India",4.7,103,https://maps.google.com/?cid=5896665708552442962&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
"Mom's Preg-Ladder- Pregnancy, Birth & Beyond",,9711493909,https://momspregladder.com/,"Ground Floor, 697-P, Golf Crse Rd, Sector 42, Gurugram, Haryana 122009, India",4.9,103,https://maps.google.com/?cid=7879888402255185262&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Studio 17,hair_salon,8586858555,https://www.studio17salon.in/,"F, 9/13, Golf Course Rd, Block F, DLF Phase 1, Sector 26A, Gurugram, Haryana 122002, India",4.8,103,https://maps.google.com/?cid=9717003661330173670&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Gfunk Studio,association_or_organization,9910702562,,"1224 Basement, near Gitanjali International School, Sector 28, DLF Phase IV, Gurugram, Haryana 122009, India",4.9,101,https://maps.google.com/?cid=5684113026176702046&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Dr. Mansi Bhayana - Homoeopathic physician,health,9711191728,http://www.drmansibhayana.com/,"14, Paschim Marg, DLF Phase 1, Sector 26A, Gurugram, Haryana 122002, India",5,100,https://maps.google.com/?cid=16959313822710268093&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Anvi General Store,general_store,8076842149,,"10, Lane Number V-21, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",4.4,100,https://maps.google.com/?cid=8451190963005434354&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
"6/6 Eye Centre | Dr. Ashwani Aggarwal (MS - Ophthalmology, MBBS - Ophthalmologist/ Eye Surgeon) | Delhi Gurgaon",medical_clinic,9650286258,,"74, Arjun Marg, Block E, DLF Phase 1, Sector 26A, Gurugram, Haryana 122002, India",4.5,99,https://maps.google.com/?cid=16576746984165132265&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Manan Regency,guest_house,9811718239,,"173, Indian Airlines Pilots Society, Sushant Lok Phase I, Gurugram, Haryana 122009, India",3.9,99,https://maps.google.com/?cid=14350991091008092329&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Waterproofing Solutions,service,9315206003,,"U-56, 14, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",4.8,99,https://maps.google.com/?cid=14154554697097034370&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Dr. Dipika Thakur Physiotherapist - Physiotherapy Clinic Near Sector 42 & Sector 43 Gurgaon,physiotherapist,8800818568,http://www.dynafisio.com/,"Near, Supermart-1, Sector 28, DLF Phase IV, Gurugram, Haryana 122001, India",5,97,https://maps.google.com/?cid=11878016702588092874&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Say PC Enterprises,electronics_store,9711111454,,"121, near Community Centre DLF City Phase I., Sector 27, Gurugram, Haryana 122009, India",4.9,96,https://maps.google.com/?cid=17838901641605328395&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Rajeshwari Events & Catering Services,store,7006654906,https://rajeshwari-events-and-entertainment.my.canva.site/,"DLF Phase 3, cyberhub, Gurugram, Haryana 122002, India",4.3,96,https://maps.google.com/?cid=4297581033177205720&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Currynama by Seven Seas,meal_delivery,8800994067,http://www.currynama.com/,"SHOP NO- 1, 2 & 3, FIRST FLOOR, NEO MART, VAKIL MARKET, KHASRA NO- 36/ 2/ 5, DLF PHASE- IV, Sector 28, Chakkarpur, Gurugram, Haryana 122009, India",4.5,95,https://maps.google.com/?cid=8662832820432008668&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Nextwork Technologies Private Ltd,service,8178441410,,"Wework, DLF Cyber City Rd, DLF Cyber City, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",4.7,95,https://maps.google.com/?cid=6907472214015034762&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
I Eat Right,consultant,9810038656,http://www.ieatright.in/,"Silver Oaks Apartments, Silver Oak 2, Kachnar Marg, G Block, DLF Phase 1, Sector 26, Gurugram, Haryana 122002, India",5,94,https://maps.google.com/?cid=5831790620957748738&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
SV Shine Solutions,,8685898397,https://svshinesolutions.in/,"12, H-3 Rd, Block H, DLF Phase 2, Sector 26, Gurugram, Haryana 122002, India",4.9,92,https://maps.google.com/?cid=12443375765453837302&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
"Fabindia, DLF Mega Mall, DLF Phase 1",clothing_store,9289981338,http://www.fabindia.com/,"Shop No MS0029, Upper Ground Floor, DLF Mega Mall, Golf Course Rd, near by HDFC Bank, Sector 28, DLF Phase 1, Gurugram, Haryana 122002, India",4.2,91,https://maps.google.com/?cid=9549380026157325045&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
GlamMefy Studioz - DLF Phase I,beauty_salon,8800600880,https://glammefystudioz.in/,"Ground Floor, B-11/1, Ashoka Cresent Marg, DLF Phase 1, Sector 26A, Gurugram, Haryana 122002, India",4.8,90,https://maps.google.com/?cid=1357665981934013764&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
BT Gyms,gym,9313490007,,"Saraswati Vihar, Maruti Housing Colony, Gurugram, Haryana 122002, India",5,90,https://maps.google.com/?cid=10491548141714302372&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Digidarts,service,8929447313,https://www.digidarts.com/,"436 (4th Floor, Phase IV, Udyog Vihar, Sector 18, Gurugram, Haryana 122015, India",4.2,89,https://maps.google.com/?cid=10400968125085274029&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
IPTS TOUR & TRAVELS,travel_agency,9312352255,http://www.ipts.co.in//,"A2/171, near Bhairav, Mandir, Ishwar Colony, Phase 5, Aya Nagar Extension, Aya Nagar, New Delhi, Delhi 110047, India",4.9,87,https://maps.google.com/?cid=2092119017136110378&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Zink Fitness Studio,fitness_center,8882294727,https://zinkfitness.in/,"4th Floor, Plot No. 3807, near Mother’s Pride School, next to Ivy Apartments, Block A, DLF Phase IV, Sector 43, Gurugram, Haryana 122009, India",4.5,85,https://maps.google.com/?cid=5788669281099026034&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Baker By Chance Office,bakery,9599151070,https://www.bakerbychance.com/,"Plot no 385, Udyog Vihar Phase 4 Rd, Electronic City, Phase IV, Udyog Vihar, Sector 19, Gurugram, Haryana 122015, India",4.1,85,https://maps.google.com/?cid=8137923202514800637&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Margam Nrityalaya Bharatnatyam Dance Academy,sports_school,9599263063,https://www.facebook.com/MargamNrityalaya/,"K-3/54, K-3 Rd, Heritage City, Sector 25, Gurugram, Haryana 122002, India",4.8,83,https://maps.google.com/?cid=4402761349817001257&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
9YARDS Realtors PVT Ltd.,consultant,9999613065,http://9yardsrealtors.com/,"Ground floor, DM 26, Dakshin Marg, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",5,83,https://maps.google.com/?cid=10704126692675021545&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Safarfever,travel_agency,8700183446,https://safarfever.com/,"WeWork DLF Forum, Cyber City, HD-442, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",4.9,83,https://maps.google.com/?cid=13776558092149090454&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Checkmate Services Pvt Ltd,service,9873717873,,"138, Phase IV, Udyog Vihar, Sector 18, Gurugram, Haryana 122015, India",3.6,81,https://maps.google.com/?cid=10054480452044081334&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Selectandyou,clothing_store,9910954060,https://selectandyou.com/,"V, 39/14A, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",3.7,81,https://maps.google.com/?cid=15593968979350260556&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
DR. GARGI'S Clinic,skin_care_clinic,7710710000,https://drgargis.com/,"102 A, Basement, Arjun Marg, Golf Crse Rd, DLF Phase 1, Sector 26A, Gurugram, Haryana 122002, India",4.9,79,https://maps.google.com/?cid=16783687618068750727&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
"RedMat Pilates, Golf Course Rd Studio",gym,9205933669,http://www.redmatpilates.com/,"A-1/3, Deodar Marg (Basement Level, Dlf Qutub Enclave, Near, Qutab Plz Rd, Block A, Sector 26A, Gurugram, Haryana 122002, India",4.9,79,https://maps.google.com/?cid=2215589765561977300&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Dr. Yogendra Singh Rajput – Best Cardiologist & Heart Specialist in Gurgaon | Pediatric Cardiologist | Heart Surgeon,doctor,9205686906,http://svasthyaclinic.com/,"OPD 2, C-410 B, Vyapar Kendra Rd, Block C, Sushant Lok Phase I, Sector 43, Gurugram, Haryana 122009, India",4.8,78,https://maps.google.com/?cid=12043227965185897864&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
INDIAN GLASS AND ALUMINIUM GLASS FILMS,,9161408391,https://indian-glass.grexa.site/,"metro Pilar no 61, Gangania Complex, Sikanderpur Market, Sikanderpur, DLF Phase 1, Sector 26, Gurugram, Haryana 122002, India",5,78,https://maps.google.com/?cid=12606065583316815861&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
DingDing – Daily Meals,meal_delivery,9752198673,https://www.dingdingdaily.com/,"18-19, Galli No. 15, nearby Address: Henxs Cafe, U Block, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",4.4,78,https://maps.google.com/?cid=18104836684162437191&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
