name,type,staff_needs,phone,phone_source,contact,source_note,website,rating,reviews,address,maps_url
"Footprints: Play School & Day Care Creche in Udyog Vihar Phase-III, Gurgaon",Apartment Society,"cleaner, guard, gardener, property mgr",7406222118,google,,,https://www.footprintseducation.in/pre-school-daycare-udyog-vihar-phase-3-gurgaon?utm_campaign=udyog-vihar-phase-3-gurgaon&utm_source=Google_Business_Listings&source=Google_Business_Listings&utm_medium=GBL,,,"AIHP CYBER GREENS II, Plot nos. 484-485, Udyog Vihar Phase III, near Wipro Limited, Udyog Vihar III, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=12776747900325836383&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
GATI HOME RELOCATION PACKERS MOVERS,Apartment Society,"cleaner, guard, gardener, property mgr",9521785017,google,,,,5,33,"Block-U, Balveer Market, Nathupur, Sector 24, Shop23, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=16978596154988743041&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Global Gateway Tower A7flor,Apartment Society,"cleaner, guard, gardener, property mgr",9151822122,google,,,http://www.unitechgroup.com/,4.3,92,"3rd floor, Global Gateway Towers, Mehrauli-Gurgaon Rd, Sikanderpur, Sector 26, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=15348010742816735020&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
"Golden Grillz - 309-310, Phase IV, Udyog Vihar,",Apartment Society,"cleaner, guard, gardener, property mgr",9891922696,google,,,,4.5,48,"309-310, Phase IV, Udyog Vihar, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=8782188392977460725&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Green Tree Advisory Pvt Ltd,Apartment Society,"cleaner, guard, gardener, property mgr",9716011156,google,,,,4.2,40,"Suncity Trade Tower, Sector 21, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=17497854759780930616&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Happy Ratio | Udyog Vihar Gurgaon,Apartment Society,"cleaner, guard, gardener, property mgr",7827753669,google,,,http://happyratio.com/,4.6,39,"Plot 651 & 652, Udyog Vihar 3, Udyog Vihar, Sector 19, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=16307789150224162288&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Holter on Demand | Best Holter | Best ABPM |BEST ELR | BEST SLEEP STUDY | AT HOME | GURUGRAM | DELHI | NCR,Apartment Society,"cleaner, guard, gardener, property mgr",9999657722,google,,,http://www.holterondemand.com/,4.8,17,"8, V-10, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=5977963624985016670&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
"Myo Physio At Home - Physiotherapy At Home, Physiotherapist in gurugram",Apartment Society,"cleaner, guard, gardener, property mgr",9466138704,google,,,http://myophysio.in/,4.9,47,"M.A-53, Moulsari Ave, DLF Phase 3, Road, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=1038059852523925877&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Navitas Green Power Fuel Management Pvt. Ltd.,Apartment Society,"cleaner, guard, gardener, property mgr",9650301732,google,,,http://www.livgreenbioenergy.com/,,,"Plot No 221, Udyog Vihar Phase 1, Udyog Vihar, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=13149508223822029716&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Pandey Real Estate world,Apartment Society,"cleaner, guard, gardener, property mgr",8447157955,google,,,,,,"House number 78, Sikanderpur, DLF Phase 1, Sector 26, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=10293827198366233740&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Prasidhi Realty Solutions | Real Estate Consultancy in Gurgaon,Apartment Society,"cleaner, guard, gardener, property mgr",9818967675,google,,,https://prasidhirealtysolutions.in/,,,"2, Basement, Q-5, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=10603619652239784640&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Primedeals-A Real Estate Enterprise - Your Property Our Priority,Apartment Society,"cleaner, guard, gardener, property mgr",9810299636,google,,,http://www.primedealsindia.com/,,,"J5/8 FIRST FLOOR DLF PHASE 2, Dakshin Marg, Heritage City, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=7336054755428723330&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Pure Home + Living,Apartment Society,"cleaner, guard, gardener, property mgr",9915767786,google,,,https://www.purehomeandliving.com/,4.9,1731,"2nd Floor, Shop No 212, Ambience Mall, NH-8, Ambience Island, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=693120609215954221&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Rajinder Arora Home Office,Apartment Society,"cleaner, guard, gardener, property mgr",9810018857,google,,,http://www.ishtihaar.com/,3,1,"V 6/14, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=13891106576471869998&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Satish Home painting contractor Asian paints,Apartment Society,"cleaner, guard, gardener, property mgr",9650213851,google,,,,5,22,"8, V-10, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=43388363666302852&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Shri Ram Properties Gurgaon | Builder floor for sale In Gurugaon sector 24 | Land for sale Near me |Gaust house for lease,Apartment Society,"cleaner, guard, gardener, property mgr",9958833547,google,,,https://shrirampropertiesgurgaon.online/,4.1,8,"3, V-10, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=5940074471656458836&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
SRL Diagnostics Home collection,Apartment Society,"cleaner, guard, gardener, property mgr",9111591115,google,,,http://www.srldiagnostic.in/,4.5,2,"F4G2+HJP, St 1, Block H, DLF Phase 1, Sector 33, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=17320681031919521963&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
"The Croffle Guys | Udyog Vihar, Cloud Kitchen",Apartment Society,"cleaner, guard, gardener, property mgr",9354855455,google,,,https://www.thecroffleguys.com/,4.7,7,"651, Udyog Vihar Phase V Rd, Udyog Vihar 3, Phase V, Udyog Vihar, Sector 19, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=13064431075310700087&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
"Urban Cabin Cowork: Udyog Vihar, Gurugram - Coworking Space",Apartment Society,"cleaner, guard, gardener, property mgr",8069069498,google,,,https://urbancabincowork.com/lp/urban-cabin/udyog-vihar.php,4.9,12,"Fortune Tower-2, Plot No. 406, Udyog Vihar III, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=8781699287474393640&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Used office furniture Sk Enterprises old office furniture office chair repairing second hand furniture floor dismantling,Apartment Society,"cleaner, guard, gardener, property mgr",8789755135,google,,,https://youtube.com/shorts/3Tr6SHYpv5Y?si=G0mHb-6JMVy1nJBO,5,50,"Mehrauli-Gurgaon Rd, Sikanderpur, DLF Phase 1, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=4966705376520568786&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
