name,category,primary_type,mobile,website,address,rating,reviews,maps_url
Hotel Gracia Golf by SAAVI Hotel,hotel,hotel,7290006494,http://saavihotels.com/,"545, Off, Golf Course Rd, Sector 43, Gurugram, Haryana 122002, India",3.8,204,https://maps.google.com/?cid=2467949711724443147&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Restin Hotel - Golf Course Road & DLF Phase I,hotel,hotel,9953505741,,"Plot No 124, Sector 27, Gurugram, Haryana 122009, India",5,164,https://maps.google.com/?cid=2906854345149860876&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Bed & Oats,hotel,bed_and_breakfast,9773770290,,"34, G - 19 Rd, G Block, DLF Phase 1, Sector 26, Gurugram, Haryana 122002, India",4.4,154,https://maps.google.com/?cid=11304528446602394781&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
BrownBricks Apartments,hotel,lodging,9555034206,,"30, V-20, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",4.6,152,https://maps.google.com/?cid=13839298595074884350&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
37 @ SIRIS ROAD,hotel,hotel,9810500332,http://www.37sirisroad.com/,"Block T, 37, Siris Rd, near City Club, T Block, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",4.2,117,https://maps.google.com/?cid=6230928968931805709&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Deluna Hotels,hotel,hotel,8130466565,https://www.delunahotels.in/,"Plot no. 43, Sector 42 Main Rd, Sector 42, Gurugram, Haryana 122009, India",4.5,66,https://maps.google.com/?cid=11830686269960873677&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Millora Cyber Suites,hotel,hotel,9650122240,,"24/1, S Block Main Rd, S Block, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",4.9,64,https://maps.google.com/?cid=9350971915176428413&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Corporate Inn,hotel,hotel,9717676182,,"Golf Course Road Plot No. 546, Near Super Mart 1, Sector - 27, Sector 27, Gurugram, Haryana 122009, India",3.6,61,https://maps.google.com/?cid=16106317171898738936&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Double Tree Resorts and Holidays,hotel,tour_agency,7303944472,https://www.doubletreeresortsandholidays.com/,"4th Floor, Vashisth Complex, 427, sikanderpur, Sector 28, DLF Phase 1, Sector 26, Gurugram, Haryana 122002, India",4.6,47,https://maps.google.com/?cid=6171341754056815722&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Cyber Service Apartments Gurgaon- DLF Cyber City,hotel,lodging,8588884595,http://cyberserviceapartmentsgurgaon.com/,"20, Jacaranda Marg, DLF City, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",4.8,44,https://maps.google.com/?cid=11813022651059835315&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
RR premium residency,hotel,hotel,9770007631,,"676, Sector 42, Gurugram, Haryana 122009, India",4.7,43,https://maps.google.com/?cid=3519632757421928762&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Flats On Rent 28,hotel,lodging,9090908778,http://housr.in/,"Plot No. 219, Sector 28, Chakkarpur, Gurugram, Haryana 122009, India",4.5,41,https://maps.google.com/?cid=15654936074181832675&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Ezoria Homestays - Diamond Mansion,hotel,private_guest_room,9560608332,,"695, Diamond Mansion, Sector 42, Gurugram, Haryana 122009, India",3.5,39,https://maps.google.com/?cid=7715889385527607619&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
HomeClone,hotel,lodging,9315329958,https://homeclone.in/,"758, Sector 42, Gurugram, Haryana 122009, India",2.8,37,https://maps.google.com/?cid=10149334189654346871&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Siesta Service Apartments,hotel,lodging,8510870144,,"MA Gurgoan Haryana 1220002, 80, Moulsari Ave, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",3.7,32,https://maps.google.com/?cid=16676532100255801659&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Avanti Tenantry-Gurugram,hotel,lodging,9910038666,,"B-58, near Galleria Market, Sushant Lok Phase I, Sector 43, Gurugram, Haryana 122009, India",4.6,31,https://maps.google.com/?cid=12103047110285199200&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Royal Residence,hotel,hotel,9910090296,,"Plot No-527, opp. Hotel Marriott, Block C, Sushant Lok Phase I, Sector 43, Gurugram, Haryana 122009, India",3.9,27,https://maps.google.com/?cid=4622771042629309747&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Roshan Apartments,hotel,lodging,9654549408,,"F3RX+VCC, नया मोहल्ला मार्ग, U Block, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",4,27,https://maps.google.com/?cid=7989717347094620943&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Homesphere Apartments by Aanandam Hospitality,hotel,lodging,9871139797,https://aanandamhospitality.com/,"Building number 1, Lane, V-20, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",4.6,27,https://maps.google.com/?cid=14874318913225349840&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Harmony Suites Service Apartment DLF Phase 4 Gurgaon,hotel,lodging,7042603652,http://www.harmonysuites.in/,"4502, HIBISCUS Ln, DLF Phase IV, Gurugram, Haryana 122009, India",4.9,20,https://maps.google.com/?cid=3831988783079955072&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Lagoon Serviced Apartments Gurgaon,hotel,lodging,9582822295,https://www.serviceapartments-gurgaon.com/,"L-701, Ambience Lagoon Dr, behind Ambience Mall, Ambience Island, Apartments, Sector 24, Gurugram, Haryana 122010, India",4.2,19,https://maps.google.com/?cid=5613154032441217344&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Treebo Zion Residency Inn,hotel,hotel,9355554455,,"F3XX+QX8, Lane Number V-39/2, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",3.4,14,https://maps.google.com/?cid=16531973059770781206&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
HelloWorld Spiti,hotel,lodging,8880008888,https://www.thehelloworld.com/coliving-in-gurugram/helloworld-spiti-pg-in-gurugram-sector_27-833,"HOUSE NO-546, Sector 27, Gurugram, Haryana 122009, India",3.5,11,https://maps.google.com/?cid=13019001815531020119&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
21 Residency,hotel,hotel,9910630632,,"7, Club Marg, Block D, Sector 26A, Gurugram, Haryana 122002, India",3.7,11,https://maps.google.com/?cid=15964033444032716996&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Hotel Heritage,hotel,hotel,9311442299,,"PLOT NO 800 /42, Sector 42, Gurugram, Haryana 122009, India",3.2,10,https://maps.google.com/?cid=1349755257081870519&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
The Urban Loft,hotel,bed_and_breakfast,9958731290,,"605P, Sector 42, Gurugram, Haryana 122009, India",5,9,https://maps.google.com/?cid=9888718308000370923&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
The Luxus Hotels,hotel,hotel,9289036590,http://theluxushotels.com/,"D-310, 3rd floor, Sushant Shopping Arcade, Sushant Lok Phase I, Sector 43, Gurugram, Haryana 122009, India",3.4,8,https://maps.google.com/?cid=13754374269566247191&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Tipsyy Inn Suites 006,hotel,hotel,8447028439,,"DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",3.6,8,https://maps.google.com/?cid=696296408331568482&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Kaniskinn,hotel,hotel,7310988024,,"A 173, Block A, Sushant Lok Phase I, Gurugram, Haryana 122009, India",3.3,7,https://maps.google.com/?cid=1296474388583271936&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Guild Hotel,hotel,hotel,9643040849,,"F3RM+3G7, M-11, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",3.5,4,https://maps.google.com/?cid=730384196592624772&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
The Secret Lodges Banquet Hall Gurgaon,hotel,banquet_hall,9990240603,https://thesecretlodgesbanquethallgurgaon.lovable.app/,"86P, Sector 43, Gurugram, Haryana 122009, India",5,3,https://maps.google.com/?cid=14419441819134460223&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Arjun Hotels and Apartments,hotel,hotel,9568389703,,"H No-22, Sector 28, DLF Phase 1, Gurugram, Haryana 122002, India",3.3,3,https://maps.google.com/?cid=3920408555153010020&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Umrao. Bhawan,hotel,hotel,9873337157,,"2113, H-33 Rd, Block H, DLF Phase 1, Sector 26, Gurugram, Haryana 122002, India",4.3,3,https://maps.google.com/?cid=15164954224920093037&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Park Luxury Studio,hotel,hotel,9592167532,,"8, M-1, Mushedpur, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",2.3,3,https://maps.google.com/?cid=5018824808317381339&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
1 Million Suites,hotel,hotel,9958046044,,"F35W+446, Sector 43, Gurugram, Haryana 122009, India",5,2,https://maps.google.com/?cid=11159044317886464147&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Chindia Cultural Hotel,hotel,inn,8750268352,,"F-9/14 A, Golf Course Rd, Above Headlocks Luxury Salon, Block F, DLF Phase 1, Sector 26A, Gurugram, Haryana 122002, India",2,2,https://maps.google.com/?cid=18027370835913746078&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ArjunSainiFriendHouse,hotel,hotel,7880219041,,"BLOCK-A, A46/9, Sector 28, DLF Phase 1, Gurugram, Haryana 122002, India",5,2,https://maps.google.com/?cid=4897582972336612035&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Stok Palace Heritage Hotel,hotel,hotel,9622827727,http://stokpalaceheritage.com/,"Ground Floor, U-26A/6, Qutub Enclave, White Town Houses, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",5,2,https://maps.google.com/?cid=10817989639435138603&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
"FORTUNE HOME GURGAON,NEAR MAX,FORTIS,MEDANTA",hotel,bed_and_breakfast,9136151536,,"Essel Tower Road, NEAR, Mehrauli-Gurgaon Rd, Sector 28, Sushant Lok Phase I, Gurugram, Haryana 122009, India",5,1,https://maps.google.com/?cid=8905642261636185496&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Sandhu Homes,hotel,lodging,8899585926,,"913, Swami Vivekanand Block, Saraswati Vihar, Maruti Housing Colony, Gurugram, Sarhol, Haryana 122009, India",1,1,https://maps.google.com/?cid=12725738857272568346&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Hotel Amisa,hotel,hotel,7568666455,,"34, Plot number 17, Late, Amisa, Block H, DLF Phase 1, Sector 26, Gurugram, Haryana 122002, India",2,1,https://maps.google.com/?cid=7067385528845621227&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
STEPiNN ACME,hotel,hotel,9899479622,,"S5/16, DLF PHASE-3, SECTOR 24, GURGAON Gurgaon, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",3,1,https://maps.google.com/?cid=14685398098869341732&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Wadhwa residency,hotel,hotel,9910179479,,"E 2/12, Bodhi Marg, Block F, DLF Phase 1, Sector 26A, Gurugram, Haryana 122002, India",,,https://maps.google.com/?cid=4729293865369697123&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Ajay Mishra,hotel,private_guest_room,7428699571,,"A-2/227A, Gali Number 5, Ishwar Colony, Phase 5, Aya Nagar Extension, Aya Nagar, New Delhi, Delhi 110047, India",,,https://maps.google.com/?cid=7730973817244077157&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
20 SHM,hotel,private_guest_room,8130313031,,"20, Shahtoot Marg, Block A, Sector 26A, Gurugram, Haryana 122002, India",,,https://maps.google.com/?cid=11948421517918808680&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Purple Inn,hotel,inn,8088988711,,"F4H4+44X, Sikanderpur, Sector 26, Gurugram, Haryana 122002, India",,,https://maps.google.com/?cid=14773817620757531565&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Some Finer Stays - Garden Estate,hotel,private_guest_room,9953786444,,"TG-1/14, Mehrauli-Gurgaon Rd, Garden Estate, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",,,https://maps.google.com/?cid=17284252945458551443&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Cozyskyline | Cozy Studio w Skyline View,hotel,lodging,8700901523,,"Block V19, Plot no 34/35, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",,,https://maps.google.com/?cid=8044995868429064081&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Ahuja Residency DLF Phase-II,pg,guest_house,9289097564,https://ahujaresidences.com/hotels/ahuja-residency-dlf-phase-2/?utm_source=Google&utm_medium=GMB,"N3/36, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",4.6,807,https://maps.google.com/?cid=15229236252904847984&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Tavisha Villa Golf Course Road MG road Gurgaon,pg,guest_house,9999393158,http://www.tavishahotels.com/,"18, H-34 Rd, Block H, DLF Phase 1, Sector 26, Gurugram, Haryana 122002, India",4,543,https://maps.google.com/?cid=17582597063564712555&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Perch Service Apartment - MG Road,pg,lodging,8448444240,https://www.theperch.in/properties/perch-service-apartment-mg-road,"A-603, Block A, Sushant Lok Phase I, Sector 43, Gurugram, Haryana 122002, India",4.7,266,https://maps.google.com/?cid=5498924732262242745&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Zolo Breeze Co-Living | Redefining PG,pg,service,8880108010,https://zolostays.com/pg-hostel-near-DLF-Phase-3-in-Gurugram-for-couple-Zolo-Breeze-ZGG007,"Khasra No. 342, Near, T29, 10 Road, opposite Hanuman Mandir, Nathupur, Sector 24, Gurugram, Haryana 122002, India",3.9,178,https://maps.google.com/?cid=9260091132718659558&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Furrvy,pg,pet_boarding_service,6355093941,https://furrvy.com/,"199, Sector 27, Gurugram, Haryana 122009, India",4.8,108,https://maps.google.com/?cid=3655836248770563175&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Manan Regency,pg,guest_house,9811718239,,"173, Indian Airlines Pilots Society, Sushant Lok Phase I, Gurugram, Haryana 122009, India",3.9,99,https://maps.google.com/?cid=14350991091008092329&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Acco53,pg,hotel,9873456000,,"53, Silver Oaks Ave, G Block, DLF Phase 1, Sector 26, Gurugram, Haryana 122002, India",4.2,63,https://maps.google.com/?cid=5580802049537232724&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Space Inn,pg,guest_house,9810095205,,"133, adjoining Golf Course Road, behind Mercedes Benz & Dell Building, Sector 43, Gurugram, Haryana 122009, India",4.4,51,https://maps.google.com/?cid=13717742041973625654&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Commune Siris,pg,lodging,9971294321,https://communeapartment.com/,"Cyber city, Siris Rd, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",4.7,15,https://maps.google.com/?cid=9408115525855432339&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Krishna boys and girls pg,pg,service,9873111243,,"House no. 914, Swami Vivekananda Block, Saraswati Vihar, Chakkarpur, Gurugram, Sarhol, Haryana 122009, India",4.1,14,https://maps.google.com/?cid=3643583177104696926&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
PetArinaa,pg,pet_boarding_service,9560453929,,"Sector 28, Sector 42, Gurugram, Haryana 122001, India",5,12,https://maps.google.com/?cid=8339670843059700942&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
YOUR HIGHNESS GIRLS PG,pg,service,8197507842,,"S-24/1, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",5,1,https://maps.google.com/?cid=16922394313452838845&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
PG in DLF Phase 3 by Blossom Stayz,pg,lodging,8045688221,https://www.blossomstayz.com/dlfphase3,"1, T19 Rd, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",1,1,https://maps.google.com/?cid=1073676777493167172&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Roots - Cafe in the Park,restaurant,cafe,9971134920,https://redcedarhospitality.com/,"Leisure Valley Rd, Near Rajiv Gandhi Park, Sector 29, Gurugram, Haryana 122009, India",4.3,6126,https://maps.google.com/?cid=18202590629100659353&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
AMPM Cafe & Bar,restaurant,cafe,9717780594,http://brighthospitality.in/am-pm.php,"DLF, R-003, Galleria Market, DLF Phase IV, Gurugram, Haryana 122002, India",4.2,3620,https://maps.google.com/?cid=18268670139697074469&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Shree Om Food Plaza,restaurant,north_indian_restaurant,9871496475,,"93, The National Media Centre, Sector 24, Gurugram, Haryana 122002, India",3.7,3191,https://maps.google.com/?cid=6319023909024058117&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ReSet by plan B - sector 29,restaurant,lounge_bar,9990933556,,"Plot No-6, Leisure Valley Rd, near NRCTC Office, Sector 29, Gurugram, Haryana 122002, India",4.5,2069,https://maps.google.com/?cid=5822045676630651539&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
The Pasta Bowl Company,restaurant,italian_restaurant,9971970077,http://www.thepastabowlcompany.com/,"2nd Floor, Crosspoint Mall, Sector 28, DLF Phase IV, Gurugram, Haryana 122009, India",4.4,1689,https://maps.google.com/?cid=17604618042406961897&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
"La La Land Brew Pub, Gurgaon",restaurant,pub,8010950000,,"1st Floor, Global Foyer Mall, Golf Course Rd, Sector 43, Gurugram, Haryana 122009, India",4.3,1482,https://maps.google.com/?cid=10603665172913337137&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
PEHLE CHAI,restaurant,restaurant,7428908282,http://www.pehlechai.com/,"PLOT NO 728, SHOP NO 1, GROUND FLOOR, SANTOSH PLAZA, 2 & 3, Sushant Lok Phase I, Sector 27, Gurugram, Haryana 122001, India",4.3,1146,https://maps.google.com/?cid=1745921224197083909&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
The Aldott Boutique Hotel,restaurant,hotel,9811013689,http://www.thealdott.com/,"81, Moulsari Ave, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",4.5,1023,https://maps.google.com/?cid=16258023425846428993&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
KFC,restaurant,restaurant,7942726339,https://restaurants.kfc.co.in/kfc-kfc-arjangarh-metro-restaurants-arjangarh-new-delhi-327221/Home?utm_source=locator&utm_medium=googleplaces,"Shop No 1 Metro Station Gate No 2, Arjan Garh, Aya Nagar, New Delhi, Delhi 110047, India",4.8,741,https://maps.google.com/?cid=11528819486501381528&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Effingut Brewpub Gurugram - India's most loved craft brew pub,restaurant,brewery,9211455592,https://effingut.com/shop/,"2nd Floor, Golf Avenue 42, Golf Course Rd, Sector 42, Gurugram, Haryana 122009, India",4.4,522,https://maps.google.com/?cid=12960651888924109387&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
RYBA -Turkish & Middle Eastern Kitchen,restaurant,turkish_restaurant,9810543308,https://www.instagram.com/ryba.gurgaon/,"204, 2nd floor, Crosspoint Mall, Sector 28, DLF Phase IV, Gurugram, Haryana 122009, India",4.6,486,https://maps.google.com/?cid=11673415144395522255&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Burger Singh | Sushant Lok | Gurugram,restaurant,fast_food_restaurant,8767121212,https://burgersinghonline.com/,"Shop UG-8, District Centre Point Building, Sushant Lok 1 Rd, Phase 1, Block A, Sushant Lok Phase I, Sector 43, Gurugram, Haryana 122009, India",4,455,https://maps.google.com/?cid=17839890704102748836&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Draavin Canteen,restaurant,south_indian_restaurant,9220635151,https://www.draavincanteen.com/,"Draavin Canteen, Ground Floor 01, DLF Downtown 2, Ambience Island, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",4.7,440,https://maps.google.com/?cid=713221448470713844&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
KOCA,restaurant,restaurant,8448184111,https://kocaofficial.com/,"SCO4-7, Golf Avenue 42, Golf Course Rd, Sector 42, Gurugram, Haryana 122009, India",4.4,438,https://maps.google.com/?cid=2299398458542547363&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Prego,restaurant,italian_restaurant,7290013903,http://www.westingurgaon.com/dining-prego,"The Westin, 1, Mehrauli-Gurgaon Rd, Sector 29, Gurugram, New Delhi, Haryana 122002, India",4.2,403,https://maps.google.com/?cid=15525967865706641838&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Diya - The Leela Ambience Gurugram,restaurant,restaurant,9717596088,https://www.theleela.com/the-leela-ambience-gurugram-hotel-residences/restaurants/diya?utm_source=GMBlisting&utm_medium=organic&utm_campaign=gbp-leela-ambience-hotel-residences-gurugram-diya&utm_content=restaurant-website-click,"The Leela Ambience, 8, National Highway, Ambience Island, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",4.4,367,https://maps.google.com/?cid=376657340641269920&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
