name,category,staff_potential,phone,website,rating,reviews,address,maps_url
Party Night Club,night_club,HIGH,8860588499,https://party-night-club.localo.site/?utm_source=google_profile&utm_campaign=localo&utm_medium=mainlink,5,6,"3rd Floor, opposite Mehrauli-Gurgaon Road, Sector 28, Sushant Lok Phase I, Gurugram, Haryana 122009, India",https://maps.google.com/?cid=18178014570981489862&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Pasta Dal Cuore,italian_restaurant,HIGH,9810577069,,,,"50, Gulmohar Marg, Mushedpur, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=15774629866547635234&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Pathkind Labs,medical_clinic,HIGH,8527759166,https://nearby.pathkindlabs.com/pathkind-labs-sector-25-gurugram-32421/home?utm_source=gmb,5,13,"Shop No 12, 5, N-12 Rd, near Gauri Shankar mandir, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=14559111789585979954&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
PATIENCE Food Cafe,fast_food_restaurant,HIGH,9548020337,,,,"Sarhaul, Sector 18, Sarhol, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=1479882483586289900&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Pawan enterprises,hotel,HIGH,8882166078,,,,"gaon, opposite Kunal complex, Sector 28, Chakkarpur, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=8868984596627358305&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Pittara,shopping_mall,HIGH,8700828415,https://www.pittara.co/,,,"DLF Cyber Park, Phase II, Udyog Vihar, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=9274760749409802535&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Piyush Mehta,food_court,HIGH,9560556901,,,,"Sector 28A, Chakkarpur, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=12255930580655549322&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
𝐏𝐔𝐊𝐇𝐓𝐀𝐀𝐍 𝐒𝐄𝐂𝐓𝐎𝐑 𝟐𝟐- 𝐋𝐄𝐆𝐀𝐂𝐘 𝐎𝐅 𝐏𝐀𝐃𝐌𝐀𝐒𝐇𝐑𝐈 𝐂𝐇𝐄𝐅 𝐈𝐌𝐓𝐈𝐀𝐙 𝐐𝐔𝐑𝐄𝐒𝐇𝐈,restaurant,HIGH,9355300900,,4,126,"Shop-1, Shiv ashram compound, Old Delhi Gurugram Rd, near sector-22, Sector 22A, Sector 22, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=15213431180214324977&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Punjabi Tadka Restaurant,north_indian_restaurant,HIGH,9910307510,,3.5,257,"Shop Number -120 , Basement Market, U Block, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=13807943543595407305&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Purple Inn,inn,HIGH,8088988711,,,,"F4H4+44X, Sikanderpur, Sector 26, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=14773817620757531565&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Pushpendra Tea Stall,restaurant,HIGH,9870755437,,,,"Shop No.55, Phase IV, Udyog Vihar, Sector 19, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=3460482523470694298&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
R.K Tea Stall,restaurant,HIGH,9304840233,,5,1,"Plot No.199, Udyog Vihar II Rd, Udyog Vihar Phase 1, Udyog Vihar, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=989567045149351167&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Rajpoot Dhabha,north_indian_restaurant,HIGH,9718015627,,4.1,475,"375, Rao Gajraj Singh Marg, Electronic City, Phase IV, Udyog Vihar, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=11054752963975514689&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Rakesh Fast Food,fast_food_restaurant,HIGH,9199731446,,3.2,23,"5, Udyog Vihar, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=2993760005426452958&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Rakhi Devi Shop,grocery_store,HIGH,9319771963,,,,"Rakhi Devi Shop, Ambedkar Colony, Sector 28, Chakkarpur, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=16169535734979307196&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
RAUSHAN KUMAR SWIGGY SERVICE,restaurant,HIGH,8864089385,,,,"Shop No -14, near Sahara Mall, Sector 28, Chakkarpur, Sector 26, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=11893575988345791360&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Ravi apartment,lodging,HIGH,8743000090,,4,4,"Jangra Bazar, Dundahera Village, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=3030838410741690831&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Ravi store,grocery_store,HIGH,9971844990,,4.2,5,"2, Jangra Bazar, Dundahera Village, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=5877100820134442002&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Rawal Service,food_court,HIGH,8130898804,,5,1,"64, Mehrauli-Gurgaon Rd, Sector 28, Maruti Housing Colony, Sector 14, Gurugram, Haryana 122009, India",https://maps.google.com/?cid=3700950206804112234&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Roast & Curry,restaurant,HIGH,9711110279,,5,3,"Shop no 1, Housing Board Colony, market, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=13570691240716791789&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Roots,beauty_salon,HIGH,9255000023,http://rootssalon.in/,4.3,10,"N3/27A, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=454592679140115933&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Roshan Apartments,lodging,HIGH,9654549408,,4,27,"F3RX+X5W, नया मोहल्ला मार्ग, Balveer Market, U Block, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=7989717347094620943&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ROYAL BITE,meal_delivery,HIGH,9999358896,https://www.royalbite.in/,5,2,"Sub. Major Laxmi Chand Rd, Sector 18, Sarhol, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=17902535156618146895&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Rudrapeeth Yoga Center,fitness_center,HIGH,8595041803,,5,44,"48, U-14 Rd, U Block, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=10676656886126473102&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Rupesh Pan Shop,grocery_store,HIGH,9354169061,,5,1,"Rupesh Pan Shop, Sabji Mandi, Sikanderpur, Nathupur, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=16822496902980155656&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Sachin Briyani,restaurant,HIGH,7895854314,,,,"near Metro Station, Sikanderpur, DLF Phase 1, Sector 26, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=497110517516547899&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
SAFIYA HAIR STYLE SALON UNISEX,hair_salon,HIGH,8750149527,,5,13,"Plot No A55/12 Near Rapid Metro Station A BLOCK, Sector 28, DLF Phase 1, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=14732878791743251573&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Saloon,tanning_studio,HIGH,7835083121,,,,"12, Nathupur, U Block, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=9497573919554125955&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Sameer Kirana Store,grocery_store,HIGH,9518890925,,,,"Shop Number 48, Phase I, Dundahera Village, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=13919455764324874993&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Sandeep Golgape Wala,food_court,HIGH,9761720106,,5,1,"Shop No 01, Phase II, DLF Phase 3, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=13565846616790531463&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Sanjay Shop,fast_food_restaurant,HIGH,9460686268,,5,3,"68, Near, Me Road, Sector 28, Maruti Housing Colony, Gurugram, Haryana 122009, India",https://maps.google.com/?cid=5611481191263479301&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Santosh Hotal &Tea stall,hotel,HIGH,7065563065,,,,"F3WH+WM7, Phase IV, Udyog Vihar, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=17559511825049772493&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Sarvachi Mumbai Vada Pav,indian_restaurant,HIGH,9811538425,https://sarvachi-mumbai-vada.grexa.site/,4.9,81,"Shop No 110, Basement Market, U Block, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=6336496131829964918&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Saurabh Salon,hair_salon,HIGH,9315851072,,5,1,"U Block, DLF Phase IV, Sector 24, New Delhi, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=8047224924010286891&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Sauth Indian Fast Food,fast_food_restaurant,HIGH,7669700320,,,,"Shop No 99, Phase IV, Udyog Vihar, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=6799211231737307393&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Savitri General Store,asian_grocery_store,HIGH,9891693568,,5,1,"PLOT NO-129, 130 UDYOG VIHAR PHASE-1, OYO 41142, STAR INN, INDUSTRIAL AREA, Dundahera Village, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=15060291635429739545&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
"School For European Pastry & Culinary Arts | Culinary, Baking & Pastry School in Gurugram",,HIGH,9833043063,https://sep.in.net/gurugram/,5,119,"784, Phase V, HSIIDC, Sector 19, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=4513107325639872815&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
scissor art salon,beauty_salon,HIGH,9811860015,,3.2,10,"shop no 1, block no 50, 2, Mehrauli-Gurgaon Rd, near herwa office, Heritage City, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=6605650933433324472&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Sevati devi memorial digital medical centre,medical_center,HIGH,8810319629,https://www.sevati.in/,,,"M4/17a, near Cyber City, Mushedpur, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=13063594511951547370&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Shaan Bakery,cake_shop,HIGH,9725903548,,,,"First floor, Vatika emilia floor, 29, H-10 Rd, Block H, DLF Phase 1, Sector 26, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=17678071585577589897&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Shree Shyam Food Point,meal_takeaway,HIGH,9319058955,https://magicpin.in/Gurgaon/Udyog-Vihar/Restaurant/Shree-Shyam-Food-Point/store/1704a31/?utm_source=gbp,,,"House 327, Indstuil Complex, Bangla Mohhalla, Udyog Vihar Phase 1, Udyog Vihar, Sector 20, Gurugram, Haryana 122001, India",https://maps.google.com/?cid=16711795553173081560&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
SHRI KHATU SHYAM JI BREAK FAST LUNCH DINNER,restaurant,HIGH,9818059654,,,,"OPP GURGAON ONE, Old Delhi Gurugram Rd, Palam Vihar Extension, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=3490303173670636494&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
"Shri Shubhda Ayurveda Clinic - Joint Pain, Infertility, Agnikarma, Nadi Parikshan, DeAddiction Ayurvedic Treatment in Gurgaon",health,HIGH,7206687292,https://shrishubhdaayurveda.com/,4.9,107,"Ground floor, 31, M-13, Phase 2, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=8941588876578289689&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Siris 18,hotel,HIGH,9818007965,,3.9,386,"18, Siris Rd, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=13936441789979429255&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Smart Look Mens Saloon,hair_salon,HIGH,9069007717,,4.9,35,"38, Dundahera Village, Sec20, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=8739505018129286394&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Somdhara Hospitality Pvt Ltd,restaurant,HIGH,7011758704,,5,3,"H NO 301, Gulmohar Residency, Sector 22A, Sector 22, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=9118440189694791267&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
SOUTH INDIAN FOOD,south_indian_restaurant,HIGH,7348878292,,5,1,"G37Q+G7R, Udyog Vihar, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=6953237946091581363&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Spar Hypermarket,hypermarket,HIGH,8867791886,https://www.sparindia.com/en/?utm_source=GBL&utm_medium=organic,4.2,3793,"Metro Station, MGF Metropolis Mall, Mehrauli-Gurgaon Rd, near Lower Ground, Sector 28, Maruti Housing Colony, Gurugram, Haryana 122009, India",https://maps.google.com/?cid=8071595933369217833&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Sringarika Beauty Parlour,makeup_artist,HIGH,9312743651,,5,2,"2, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=16676333072627015105&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
STEPiNN ACME,hotel,HIGH,9899479622,,3,1,"S5/16, DLF PHASE-3, SECTOR 24, GURGAON Gurgaon, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=14685398098869341732&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Stok Palace Heritage Hotel,hotel,HIGH,9622827727,http://stokpalaceheritage.com/,5,2,"Ground Floor, U-26A/6, Qutub Enclave, White Town Houses, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=10817989639435138603&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Style onn salon,barber_shop,HIGH,8192827707,,5,5,"Lane Number 7, near Genpact, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=13161069812916255939&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Subhash Tea Stall,coffee_shop,HIGH,7370881344,,5,1,"Shop No 2, Udyog Vihar III, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=11981814966660830088&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Subway Ambience Mall,fast_food_restaurant,HIGH,7303714346,https://subway.in/,3.5,49,"Ambience Mall 3, Ambience Island, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=1542245316527331220&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Suhail Khan Shop,grocery_store,HIGH,8445172969,,,,"Suhail Khan Shop, near Mg Metro, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=4895142053118817296&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Sun Sine Cakes,bakery,HIGH,9582138997,,3.3,7,"Shop No 1, 28, Sector 28, Chakkarpur, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=16378000024798112566&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
SUSHIL SAH SWIGGY SERVICE,restaurant,HIGH,8527556256,,5,1,"Shop No -43, near Sahara Mall, Sector 28, Chakkarpur, Sector 26, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=15699905583054030520&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Swan's Nest,bed_and_breakfast,HIGH,9354459738,,5,2,"36, H-33 Rd, Block H, DLF Phase 1, DLF PH-2, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=15505228982603259619&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Taco Bell,restaurant,HIGH,8448992836,https://www.tacobell.co.in/,1.8,26,"3rd Floor, Ambience Mall, NH 8, Ambience Island, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=11964046786663401295&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Tamarind Foods,restaurant,HIGH,9901866770,https://tamarindfoods.in/,4.9,18,"651, Ground Floor, K-08, IDPL Twp, Sector 22A, Sector 19, Gurugram, Haryana 122001, India",https://maps.google.com/?cid=9190567799417353394&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Taste of Tongue by Ma says Chinese,restaurant,HIGH,9266452369,,,,"B 23, Udyog Vihar Phase V Rd, Phase V, Udyog Vihar, Sector 19, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=7076331602902621398&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Tavisha Villa Golf Course Road MG road Gurgaon,guest_house,HIGH,9999393158,http://www.tavishahotels.com/,4,535,"18, H-34 Rd, Block H, DLF Phase 1, Sector 26, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=17582597063564712555&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
The Aldott Boutique Hotel,hotel,HIGH,9811013689,http://www.thealdott.com/,4.5,990,"81, Moulsari Ave, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=16258023425846428993&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
The Altruist Business Stays (DLF Phase 3),hotel,HIGH,9056088815,https://thealtruisthotels.com/gurugram/cyber-hub,4.6,366,"Plot No. 70, The Altruist Business Stays, Siris Rd, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=7000718076692555287&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
The Anna's Hut,south_indian_restaurant,HIGH,8368693202,https://magicpin.in/Gurgaon/Dlf-phase-3/Restaurant/The-annas-hut/store/a78967/?utm_source=gbp,3.4,22,"U-16/31, 32, near Yadav Properties, U Block, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=15315028223252708110&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
The Clarks Hotels and Resorts,corporate_office,HIGH,9205867733,https://www.theclarkshotels.com/?utm_source=google&utm_medium=organic,4.5,17,"Emaar Mgf Capital Tower, 707, Mehrauli-Gurgaon Rd, Sikanderpur, Sector 26, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=14935858074664973065&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
The Cozy Corner,hotel,HIGH,9636870519,,5,1,"S-49/16-17, S Block, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=15535409587682323281&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
"The Croffle Guys | Udyog Vihar, Cloud Kitchen",restaurant,HIGH,9354855455,https://www.thecroffleguys.com/,4.7,7,"651, Udyog Vihar Phase V Rd, Udyog Vihar 3, Phase V, Udyog Vihar, Sector 19, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=13064431075310700087&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
The Fio Table - Gurugram,restaurant,HIGH,9311847292,,4.3,110,"Unit No. 2, Ground Floor, Global Gateway Towers, A, Mehrauli-Gurgaon Rd, Sikanderpur, Sector 26, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=6259812237938494333&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
"The Floof Pet Bakery ( Gourmet Dog cakes and more , made to order)",dog_cafe,HIGH,9716657130,,4.8,110,"floor Sector 46, 1581, P-3, near amity school, Mushedpur, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=1566543514142475247&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
The Food Corner,restaurant,HIGH,9990749508,,3.3,3,"Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=8497682003740311337&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
The Kam Spa - Spa in MG Road,spa,HIGH,8800002832,https://the-kam-spa.localo.site/,4.7,118,"LG 30, DLF City, Centre Mall, Sector 28, Maruti Housing Colony, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=11273813962317318213&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
The Lalit Vibes,hotel,HIGH,9917280722,,5,39,"57A, Akashneem Marg, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=3980615322524729434&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
The Leela Spa,spa,HIGH,9717596198,https://www.theleela.com/the-leela-ambience-gurugram-hotel-residences/experience/wellness/,4.7,75,"NH-8, Hotel, Residences, The Leela Ambience, Ambience Island, DLF Phase 3, Sector 24, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=13743138760042923607&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
The Momos Mafia,food_court,HIGH,9310150591,,4,3,"Plot no. 243, Udyog Vihar Phase V Rd, opposite to SP infocity, Rajiv Nagar, Udyog Vihar, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=1954573002371431105&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
The Ritz by FNP Venues,wedding_venue,HIGH,7827812345,https://www.fnpvenues.com/wedding-venues-gurgaon/the-ritz/,4.5,1675,"Ambience Golf Drive, NH - 8, behind the leela Hotel, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=15445133800963698074&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
