name,type,staff_needs,phone,phone_source,contact,source_note,website,rating,reviews,address,maps_url
Hotel O by OYO The Primero Near Leisure Valley Park,Guest House,"cleaner, cook, warden, guard",0124 433 0575,google,,,https://www.oyorooms.com/47795/,3.5,377,"L 28/1, Heritage City, M G Metro Station, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=2671140901891959404&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Live under GRG2852,Guest House,"cleaner, cook, warden, guard",0124 620 1166,google,,,https://www.oyorooms.com/205901/,,,"Galli No. 15, U Block, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=11408103722450272611&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
OYO 1146 near Sahara Mall,Guest House,"cleaner, cook, warden, guard",0124 620 1206,google,,,https://www.oyorooms.com/1335/,3.7,373,"Metro Station, Plot No.J-10-26, near Sikanderpur, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=16339532044123486000&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
OYO 11524 Hotel Sabhyata Residency,Guest House,"cleaner, cook, warden, guard",0124 620 1206,google,,,https://www.oyorooms.com/18476,3.3,245,"37, Siris Rd, T Block, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=3162338409730211434&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
OYO 74106 Royal Crown,Guest House,"cleaner, cook, warden, guard",0124 620 1166,google,,,https://www.oyorooms.com/104131/,3.4,5,"31, Sector 22A, Sector 22, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=6295095155694138458&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
OYO 79993 Avenue Residency,Guest House,"cleaner, cook, warden, guard",0124 620 1166,google,,,https://www.oyorooms.com/111523/,5,1,"One, Noble Enclave, Sector 22, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=8591211986613351862&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
OYO Camria Executive Near Aravali Biodiversity Park,Guest House,"cleaner, cook, warden, guard",0124 620 1166,google,,,https://www.oyorooms.com/7949/,3.8,16,"37, Siris Rd, T Block, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=15411959547519203775&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
OYO Flagship 387 Moulsari Avenue,Guest House,"cleaner, cook, warden, guard",0124 620 1166,google,,,https://www.oyorooms.com/4519,3.6,406,"M 28A, Moulsari Avenue Metro, near Micromax, Block M, DLF Phase 3, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=324274726887090818&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
OYO For U Near Omaxe Celebration Mall,Guest House,"cleaner, cook, warden, guard",0124 620 1166,google,,,https://www.oyorooms.com/39130/,3.8,70,"For, U 1275, Sec46, near Bakhtawar Chowk, Nathuram Market, Sector 28, Chakkarpur, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=10201041584931386157&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
OYO Home Moonlight Hositality Near Aravali Biodiversity Park,Guest House,"cleaner, cook, warden, guard",0124 620 1166,google,,,https://www.oyorooms.com/170660,3.3,38,"Plot No, 12, T 26, near Sai Baba Mandir & City Club, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=7712177218491661447&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
OYO Hotel Camria Near Aravali Biodiversity Park,Guest House,"cleaner, cook, warden, guard",0124 620 1166,google,,,https://www.oyorooms.com/515/,4,174,"69, Siris Rd, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=15044934677487738241&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
OYO Hotel Stately Suites Near Leisure Valley Park,Guest House,"cleaner, cook, warden, guard",0124 620 1166,google,,,https://www.oyorooms.com/1242/,3.8,25,"Plot Number-49, Gulmohar Marg, Mushedpur, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=16451500635461519068&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
OYO LIFE GRG1571 DLF Phase 3,Guest House,"cleaner, cook, warden, guard",0124 620 1166,google,,,https://www.oyorooms.com/62857/,5,1,"U28A/5, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=16893060572984454229&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
OYO Rooms 319 Near Moulsari Avenue,Guest House,"cleaner, cook, warden, guard",0124 620 1166,google,,,https://www.oyorooms.com/3408,3.7,29,"opposite V39-14, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=10193189977447250035&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
OYO Rv Homes Near Aravali Biodiversity Park,Guest House,"cleaner, cook, warden, guard",0124 620 1166,google,,,https://www.oyorooms.com/12200/,3.6,185,"Plot No. T149, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=16150774087296796664&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
OYO Sd Royal Inn Near Aravali Biodiversity Park,Guest House,"cleaner, cook, warden, guard",0124 620 1166,google,,,https://www.oyorooms.com/14629,3.7,67,"Plot No.G, 319, near Silver Oaks, Block H, DLF Phase 1, Sector 26, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=15868952599579324672&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
OYO Siris Inn Near Aravali Biodiversity Park,Guest House,"cleaner, cook, warden, guard",0124 620 1166,google,,,https://www.oyorooms.com/19577/,3.8,122,"T1/1 T1/1, 1222, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=8076272690775584475&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
OYO Star Inn Near Ambience Mall,Guest House,"cleaner, cook, warden, guard",0124 620 1166,google,,,https://www.oyorooms.com/59624/,3,50,"130, Udyog Vihar Phase 1, Dundahera Village, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=5056691982707546408&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
SPOT ON 47278 Gautam Residency,Guest House,"cleaner, cook, warden, guard",0124 620 1616,google,,,https://www.oyorooms.com/76288/,4.5,14,"416, gali no. 9, satguru enclave, 1, Old Delhi Gurugram Rd, opp. maruti gate, IDPL Twp, Sector 22A, Sector 19, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=7904195008492210387&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Sua Casa,Guest House,"cleaner, cook, warden, guard",0124 414 6950,google,,,,4.8,20,"S-15, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=15266104333046573742&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Tavisha Villa Golf Course Road MG road Gurgaon,Guest House,"cleaner, cook, warden, guard",099993 93158,google,,,http://www.tavishahotels.com/,4,535,"18, H-34 Rd, Block H, DLF Phase 1, Sector 26, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=17582597063564712555&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Townhouse Royal Suites Near Aravali Biodiversity Park,Guest House,"cleaner, cook, warden, guard",0124 433 0575,google,,,https://www.oyorooms.com/201057/,3.1,9,"rapid metro station, plot no. 107, near dlf phase 1, Nathuram Market, Sector 28, Chakkarpur, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=16519554135773749954&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
"Aakash Educational Services Limited - Corporate Office - Udyog Vihar, Gurugram",Apartment Society,"cleaner, guard, gardener, property mgr",011 4762 3456,google,,,https://iacst.aakash.ac.in/iacstexam/?utm_source=google_local&utm_medium=organic,4.1,575,"Plot No. 13, Udyog Vihar, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=1782991545618665779&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
AIHP Cyber Greens 2,Apartment Society,"cleaner, guard, gardener, property mgr",098213 16135,google,,,https://www.aihp.in/,4.1,11,"Plot No. 484-485, Phase III, Udyog Vihar, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=8764498638921450505&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Alcove Service Apartments,Apartment Society,"cleaner, guard, gardener, property mgr",089510 89510,google,,,https://www.alcove.co.in/,5,1,"Block M 2, 33/34 DLF city phase 2, Gurgaon, Mushedpur, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=4748547633348341941&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Aman Apartments,Apartment Society,"cleaner, guard, gardener, property mgr",099990 86470,google,,,https://www.amanappartment.in/,,,"14/6, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=10812642413373702266&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Ambience Caitriona,Apartment Society,"cleaner, guard, gardener, property mgr",098187 34483,google,,,http://creacionsambience.in/,4.6,578,"NH 8 Next to Ambience Mall, AMBIENCE CAITRIONA, Ambience Island, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=9811599492153687913&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Ambience Creacions,Apartment Society,"cleaner, guard, gardener, property mgr",098187 34483,google,,,http://www.creacionsambience.in/,4.4,311,"Plot 1, Rao Gajraj Singh Marg, Sector 22A, Sector 22, Gurugram, Haryana 122001, India",https://maps.google.com/?cid=6595930019848283864&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Antara Care Home,Apartment Society,"cleaner, guard, gardener, property mgr",0731 437 7609,google,,,https://old-age-homes.antaraseniorcare.com/care-homes/gurugram/dlf-phase-/antara-care-homes-in-dlf-phase-2-gurugram--5lNbAe/home,4.5,133,"49, Gulmohar Marg, opp. Airtel building, Mushedpur, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=9521333312496016000&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Anya Home Massage & Spa,Apartment Society,"cleaner, guard, gardener, property mgr",093546 88592,google,,,https://body-spa.in/anya-body-spa,4.9,123,"SCO-24C, 24B, Rd Number 44, U Block, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=4460751544160337023&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Apollo 24|7 Lab Tests Near Me | Sector 25 | Home collection | Gurgaon,Apartment Society,"cleaner, guard, gardener, property mgr",080 4885 1037,google,,,https://www.apollo247.com/lab-tests-city/gurgaon,3.1,17,"Shop No: 107, Central Arcade, DLF Phase 2, Sector 25, Gurugram, Haryana 122001, India",https://maps.google.com/?cid=17170884826024377543&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Atrium Place Tower 1,Apartment Society,"cleaner, guard, gardener, property mgr",0124 238 0748,google,,,https://www.dlf.in/offices/gurugram/atriumplace,,,"Block-B, World Tech Park, 30, Jaipur - Delhi Expy, Silokhera, Block A, Sector 30, Gurugram, Haryana 122001, India",https://maps.google.com/?cid=16597257446253413046&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Atrium Place Tower 2,Apartment Society,"cleaner, guard, gardener, property mgr",0124 238 0748,google,,,https://www.dlf.in/offices/gurugram/atriumplace,,,"Block-B, World Tech Park, 30, Jaipur - Delhi Expy, Silokhera, Block A, Sector 30, Gurugram, Haryana 122001, India",https://maps.google.com/?cid=5018466777714627614&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
"Beyond Just Work - Coworking Space Udyog Vihar | Shared Office | Private Cabin | Dedicated Seats & Desk, At Udyog Vihar",Apartment Society,"cleaner, guard, gardener, property mgr",089208 82191,google,,,https://beyondjustwork.com/explore/bjw-pallette-center,4.1,312,"Plot 378-379, Udyog Vihar Phase 4 Rd, near nokia building, Electronic City, Phase IV, Udyog Vihar, Sector 19, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=4092968616455480545&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Biryani By Kilo- Palam Vihar,Apartment Society,"cleaner, guard, gardener, property mgr",1800 212 2212,google,,,https://web.biryanibykilo.com/,4,195,"Shop No 1, H No. 586, Palam Vihar, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=9914143530843275815&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
CBR Properties | Buy | Sell | Rent flat villa Rooms Shops,Apartment Society,"cleaner, guard, gardener, property mgr",099582 86606,google,,,,5,7,"Akashneem Marg, DLF Phase 2, Sector 25, haryana, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=14185519444019999148&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Ch Om Parkash’s Apartment,Apartment Society,"cleaner, guard, gardener, property mgr",093197 01700,google,,,,1,1,"tota ram chock, Nathupur, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=727242193350815136&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
CHANDA ESTATE,Apartment Society,"cleaner, guard, gardener, property mgr",098119 40340,google,,,https://chandaestate.in/,4.4,41,"24, Bougainvilla Marg, DLF Phase 2, Sector 25, Gurugram, Shahpur, Haryana 122002, India",https://maps.google.com/?cid=1433815439193310022&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
CHIRAG ESTATE,Apartment Society,"cleaner, guard, gardener, property mgr",097170 09994,google,,,,5,6,"6, Sector 26A, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=9493164736442006778&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Essel Prime (Essel Tower Club),Apartment Society,"cleaner, guard, gardener, property mgr",099111 14258,google,,,http://www.siyaevent.com/,4.1,223,"229, Indian Airlines Pilots Society, Sushant Lok Phase I, Gurugram, Haryana 122009, India",https://maps.google.com/?cid=16709182036653269725&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Essel Towers,Apartment Society,"cleaner, guard, gardener, property mgr",0124-4035848,web-verified,Estate Mgr Kurian Chacko 9654128022; Dy Mgr Pankaj Kumar 9654128173,etrwa.in/ContactUs.aspx (official RWA site),,4.6,31,"Essel Tower, Mehrauli-Gurgaon Rd, Indian Airlines Pilots Society, Sushant Lok Phase I, Gurugram, Haryana 122008, India",https://maps.google.com/?cid=3959568292577960795&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
"Footprints: Play School & Day Care Creche in Udyog Vihar Phase-III, Gurgaon",Apartment Society,"cleaner, guard, gardener, property mgr",074062 22118,google,,,https://www.footprintseducation.in/pre-school-daycare-udyog-vihar-phase-3-gurgaon?utm_campaign=udyog-vihar-phase-3-gurgaon&utm_source=Google_Business_Listings&source=Google_Business_Listings&utm_medium=GBL,,,"AIHP CYBER GREENS II, Plot nos. 484-485, Udyog Vihar Phase III, near Wipro Limited, Udyog Vihar III, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=12776747900325836383&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
GATI HOME RELOCATION PACKERS MOVERS,Apartment Society,"cleaner, guard, gardener, property mgr",095217 85017,google,,,,5,33,"Block-U, Balveer Market, Nathupur, Sector 24, Shop23, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=16978596154988743041&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Global Gateway Tower A7flor,Apartment Society,"cleaner, guard, gardener, property mgr",091518 22122,google,,,http://www.unitechgroup.com/,4.3,92,"3rd floor, Global Gateway Towers, Mehrauli-Gurgaon Rd, Sikanderpur, Sector 26, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=15348010742816735020&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
"Golden Grillz - 309-310, Phase IV, Udyog Vihar,",Apartment Society,"cleaner, guard, gardener, property mgr",098919 22696,google,,,,4.5,48,"309-310, Phase IV, Udyog Vihar, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=8782188392977460725&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Green Tree Advisory Pvt Ltd,Apartment Society,"cleaner, guard, gardener, property mgr",097160 11156,google,,,,4.2,40,"Suncity Trade Tower, Sector 21, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=17497854759780930616&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Happy Ratio | Udyog Vihar Gurgaon,Apartment Society,"cleaner, guard, gardener, property mgr",078277 53669,google,,,http://happyratio.com/,4.6,39,"Plot 651 & 652, Udyog Vihar 3, Udyog Vihar, Sector 19, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=16307789150224162288&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Holter on Demand | Best Holter | Best ABPM |BEST ELR | BEST SLEEP STUDY | AT HOME | GURUGRAM | DELHI | NCR,Apartment Society,"cleaner, guard, gardener, property mgr",099996 57722,google,,,http://www.holterondemand.com/,4.8,17,"8, V-10, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=5977963624985016670&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Home Centre,Apartment Society,"cleaner, guard, gardener, property mgr",1800 212 7500,google,,,https://stores.homecentre.in/home-centre-home-furniture-shop-sector-24-gurugram-244083/Home?utm_source=locator&utm_medium=googleplaces,4.6,273,"Ambience Mall, F101 to 106, NH 8, Rajokri Village, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=2787792255945633327&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Kutub Estate,Apartment Society,"cleaner, guard, gardener, property mgr",0124 235 9565,google,,,http://www.kutubestate.com/,4.8,68,"41, Akashneem Marg, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=3511033006487276974&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
"Myo Physio At Home - Physiotherapy At Home, Physiotherapist in gurugram",Apartment Society,"cleaner, guard, gardener, property mgr",094661 38704,google,,,http://myophysio.in/,4.9,47,"M.A-53, Moulsari Ave, DLF Phase 3, Road, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=1038059852523925877&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Navitas Green Power Fuel Management Pvt. Ltd.,Apartment Society,"cleaner, guard, gardener, property mgr",096503 01732,google,,,http://www.livgreenbioenergy.com/,,,"Plot No 221, Udyog Vihar Phase 1, Udyog Vihar, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=13149508223822029716&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Palm Floors,Apartment Society,"cleaner, guard, gardener, property mgr",0124 410 2698,google,,,https://www.palmfloors.com/,5,7,"#138, Ist Floor, Edmonton Mall, Hotel Bristol, Sector 28, DLF Phase 1, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=1115452870125044398&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Pandey Real Estate world,Apartment Society,"cleaner, guard, gardener, property mgr",084471 57955,google,,,,,,"House number 78, Sikanderpur, DLF Phase 1, Sector 26, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=10293827198366233740&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Park Tower,Apartment Society,"cleaner, guard, gardener, property mgr",0124 696 0000,google,,,https://www.parkhospital.in/,4.7,43,"Plot no. 521, Udyog Vihar Phase 3 Rd, Udyog Vihar III, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=4964870043788109223&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Prasidhi Realty Solutions | Real Estate Consultancy in Gurgaon,Apartment Society,"cleaner, guard, gardener, property mgr",098189 67675,google,,,https://prasidhirealtysolutions.in/,,,"2, Basement, Q-5, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=10603619652239784640&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Primedeals-A Real Estate Enterprise - Your Property Our Priority,Apartment Society,"cleaner, guard, gardener, property mgr",098102 99636,google,,,http://www.primedealsindia.com/,,,"J5/8 FIRST FLOOR DLF PHASE 2, Dakshin Marg, Heritage City, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=7336054755428723330&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Pure Home + Living,Apartment Society,"cleaner, guard, gardener, property mgr",099157 67786,google,,,https://www.purehomeandliving.com/,4.9,1731,"2nd Floor, Shop No 212, Ambience Mall, NH-8, Ambience Island, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=693120609215954221&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Rajinder Arora Home Office,Apartment Society,"cleaner, guard, gardener, property mgr",098100 18857,google,,,http://www.ishtihaar.com/,3,1,"V 6/14, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=13891106576471869998&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Satish Home painting contractor Asian paints,Apartment Society,"cleaner, guard, gardener, property mgr",096502 13851,google,,,,5,22,"8, V-10, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=43388363666302852&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Shri Ram Properties Gurgaon | Builder floor for sale In Gurugaon sector 24 | Land for sale Near me |Gaust house for lease,Apartment Society,"cleaner, guard, gardener, property mgr",099588 33547,google,,,https://shrirampropertiesgurgaon.online/,4.1,8,"3, V-10, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=5940074471656458836&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
"Society for Human Resource Management (SHRM India, Gurugram)",Apartment Society,"cleaner, guard, gardener, property mgr",1800 103 2198,google,,,https://www.shrm.org/pages/default.aspx?loc=india,4.5,6,"705 & 706, 7th floor, Emaar Mgf Capital Tower, 1, Mehrauli-Gurgaon Rd, Sikanderpur, Sector 26, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=18407909607453421200&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
SRL Diagnostics Home collection,Apartment Society,"cleaner, guard, gardener, property mgr",091115 91115,google,,,http://www.srldiagnostic.in/,4.5,2,"F4G2+HJP, St 1, Block H, DLF Phase 1, Sector 33, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=17320681031919521963&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
"The Croffle Guys | Udyog Vihar, Cloud Kitchen",Apartment Society,"cleaner, guard, gardener, property mgr",093548 55455,google,,,https://www.thecroffleguys.com/,4.7,7,"651, Udyog Vihar Phase V Rd, Udyog Vihar 3, Phase V, Udyog Vihar, Sector 19, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=13064431075310700087&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
