name,category,staff_potential,phone,website,rating,reviews,address,maps_url
TOKUMI HAIR GURGAON,hair_salon,HIGH,084479 47612,http://www.tokumi.in/,4.5,28,"India, Haryana, Gurugram, Sector 26A, Golf Course Rd, A-14/6",https://maps.google.com/?cid=9494507944041275514&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Townhouse by OYO T Block Sector 24,hotel,HIGH,0124 620 1784,https://www.oyorooms.com/298010/,4.5,132,"T-1/1, Plot No, Siris Rd, DLF Phase 3, Sector 24, Gurugram, Haryana 122018, India",https://maps.google.com/?cid=13153704496529740519&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Townhouse Royal Suites Near Aravali Biodiversity Park,hotel,HIGH,0124 433 0575,https://www.oyorooms.com/201057/,3.1,9,"rapid metro station, plot no. 107, near dlf phase 1, Nathuram Market, Sector 28, Chakkarpur, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=16519554135773749954&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
TRANSPORT INDIA PASS,fast_food_restaurant,HIGH,072900 00731,,,,"Shaheed Ripon Katyal Marg, Sarhaul, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=15555307316125719225&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Trinity Corporate Suites,hotel,HIGH,098111 90257,https://trinitycorporatesuites.com/,4.1,545,"Suncity Trade Tower, Old Delhi Gurugram Rd, adjoining Candor Techspace, opposite Udyog Vihar, Sector 21, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=3306069510908787084&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Tuskany Wellness Spa,spa,HIGH,079826 19787,https://tuskanyspanwellness.com/,5,1,"Shop no.4A, Mehrauli-Gurgaon Rd, Sector 28, Sushant Lok Phase I, Metro, Gurugram, Haryana 122009, India",https://maps.google.com/?cid=16040781427620191758&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Uchef Foods,wholesaler,HIGH,099994 83171,https://www.uchef.in/,4.9,79,"BTR Complex, Plot No. 586, Ground Floor, Phase V, Dundahera, Shankar Chowk Marg, Gurugram 122016, Dundahera Village, Sector 20, Gurugram, Haryana 122001, India",https://maps.google.com/?cid=1255822015837888365&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
uday prajapati,food_court,HIGH,070658 28538,,,,"Shop 3, Nathuram Market, Saraswati Vihar, Maruti Housing Colony, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=3279355096311184358&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Udman Square,wedding_venue,HIGH,078278 12345,https://www.fnpvenues.com/udman-square/,,,"NH - 8, Golf Dr, behind the leela Hotel, Ambience Island, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=2990324064085435409&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
"Uncover - Laser, Skin & Hair Clinic - Golf Course",doctor,HIGH,097520 07200,https://uncover.co.in/?utm_source=Google&utm_medium=GMB,4.7,392,"Third Floor, A-14/9, Golf Course Rd, DLF Phase 1, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=5202888519009906969&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
V Life Hub,wellness_center,HIGH,099900 12515,,,,"C801, Ambience Lagoon Dr, Ambience Island, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=6037214964103008547&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
vaango,vegetarian_restaurant,HIGH,096602 93729,,4.4,37,"Ambience Mall, NH 8, Ambience Island, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=18088696838326647294&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Vardaan Foods,asian_grocery_store,HIGH,092661 59868,https://www.vardaanfoods.co.in/,4.6,10,"Building No. 793, Road DLF Phase-III, U27, Nathupur, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=4088415507468090477&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Veggie Delight,restaurant,HIGH,098110 30055,,5,2,"Cyber city, 69A, Siris Rd, near Mehrauli-Gurgaon Road, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=3832572480757126914&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Vikash Dosa Point,fast_food_restaurant,HIGH,099588 59069,,5,1,"OFFICE, GLOBAL BUSINESS PARK, Sikanderpur, Sector 26, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=17571728540080873100&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Virasat,grocery_store,HIGH,098100 24261,,4.9,17,"29/1, Shahtoot Marg, DLF Phase 1, Sector 26A, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=13326775281013871915&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
VYANJAN 2.0,chinese_restaurant,HIGH,097111 10289,https://vynjn20.wixsite.com/vyanjan20,2.9,54,"Shop No. 1, near vatika, Saraswati Vihar, Maruti Housing Colony, market, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=9189562411884709256&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Weddingaro,wedding_venue,HIGH,072900 06773,http://weddingaro.com/,3,1,"37, Siris Rd, T Block, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=3748332163537240361&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
"Welcomhotel by ITC Hotels, Delhi - Gurugram Highway, Delhi",hotel,HIGH,011 4232 0101,https://www.itchotels.com/in/en/welcomhoteldelhi,4.8,1508,"Gurgaon - Delhi Expy, near Toll Plaza, D Block, Kapas Hera, New Delhi, Delhi 110097, India",https://maps.google.com/?cid=8078023970420533335&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Well Served,restaurant,HIGH,096433 25256,http://wellserved.in/,4.6,9,"Kitchen No.27, Plot, 651, Udyog Vihar Phase V Rd, Udyog Vihar 3, Udyog Vihar, Sector 19, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=488429392517653251&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Wilson's Personal Care Unisex Salon,beauty_salon,HIGH,099997 93666,,5,1,"Shop No.1, Block 50, Heritage City, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=5789315171517581505&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
WOW China,chinese_restaurant,HIGH,070440 36673,https://restaurantswowchina.wowmomo.com/wow-china-dlf-cyber-park-food-truck-chinese-restaurants-cyber-city-gurugram-334971/Home?utm_source=locator&utm_medium=googleplaces,4.6,11,"No FT/2, 1st Floor, Dlf Cyber Hub, DLF Cyber City, Udyog Vihar, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=793057899166895305&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Wowhotelz,hotel,HIGH,078348 11100,,,,"Oppt, oakwood Apartment, DLF Phase : 2, 49, Akashneem Marg, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=7914208311001999209&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Yadav Restaurant,restaurant,HIGH,088814 14222,,,,"U1/39, 40, Balveer Market, U Block, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=257841834022415140&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Yog Kshetra,,HIGH,098111 10094,https://yogkshetra.exlyapp.com/,5,65,"DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=14094927403771322761&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Yum Yum Cha,asian_restaurant,HIGH,098100 02993,http://yumyumcha.in/,4.4,17,"Tuli House, 90, Phase IV, DLF Phase 2, Sector 24, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=10879940551539383280&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Zanotta,restaurant,HIGH,097175 96088,https://www.theleela.com/the-leela-ambience-gurugram-hotel-residences/restaurants/zanotta?utm_source=GMBlisting&utm_medium=organic&utm_campaign=gbp-leela-ambience-hotel-residences-gurugram-zanotta&utm_content=restaurant-website-click,4.3,217,"The Leela Ambience Gurugram Hotel, 8, National Highway, Ambience Island, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=3482770990430468600&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Zen Flats 1rk Fully Furnished Independent Balcony flats,real_estate_agency,HIGH,088824 48888,,4.5,8,"8, Galli No. 15, U Block, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=10943634660660502643&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
21Diamonds - Online Jewelry Store,jewelry_store,MED,097179 47775,,4.1,20,"521, Udyog Vihar III, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=16508945460625642587&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
24SEVEN MINI,convenience_store,MED,092894 86313,https://www.24-seven.in/,3.9,16,"Ambiance Mall, NH2, opposite NHAI Office Before, Rajokri Village, Rajokri, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=757240271685315839&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
A B PAYMENT,store,MED,096435 59896,,5,1,"near GOVT school, Sarhaul, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=11211016685733227193&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
A to Z Business Point (Paint Shop),building_materials_store,MED,093125 77336,,,,"In front of Sikanderpur Rapid Metro Station, Pillar no. P, 15A, near Wine Shop, Block H, DLF Phase 1, Sector 26, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=17902041744843945678&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
A.k Sujit General Store,general_store,MED,099903 10134,,5,2,"near Number Dar House, Sector 28, Chakkarpur, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=18169304703913951305&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
"Aakash Educational Services Limited - Corporate Office - Udyog Vihar, Gurugram",corporate_office,MED,011 4762 3456,https://iacst.aakash.ac.in/iacstexam/?utm_source=google_local&utm_medium=organic,4.1,575,"Plot No. 13, Udyog Vihar, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=1782991545618665779&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Aakash Service Provider,consultant,MED,070179 30985,,,,"Maruti Udyog, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=16598796502446083858&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Aarohi Communication,cell_phone_store,MED,093108 07166,https://www.instagram.com/Aarohi.cmm/222104,5,84,"Shop no.117, Old Delhi Rd, near wine shop, Dundahera Village, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=5242236027195310255&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
AccuBooks Outsourcing,consultant,MED,081309 48864,http://accubooks.in/,5,1,"K11, Guest House, 2, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=72026712731342622&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ACCURATE CONSULTATIONS,corporate_office,MED,095992 24488,,5,1,"10-1st floor, Udyog Vihar, Phase 1- Sec 20, opp. Plot No. 130, Dundahera Village, Sector 20, Dundahea Gurgaon, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=9642040434223662220&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Adda52,store,MED,1800 572 0611,http://www.adda52.com/,3.8,4,"349, Shankar Chowk Rd, Phase II, Udyog Vihar, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=11469967011587760450&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Addi Homecare,physiotherapist,MED,082873 20241,,5,7,"shop no. 32, Vakil market, Chakkarpur , near by MG metro station, Sector 28, Maruti Housing Colony, Gurugram, Haryana 122009, India",https://maps.google.com/?cid=13776125101454555335&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Adventure Nation,travel_agency,MED,0124 690 7340,https://www.adventurenation.com/,3.9,720,"Gulf Adiba, Plot No. 272, Phase II, Udyog Vihar, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=8553637447870323247&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Aerial Telecom Solutions Pvt ltd,corporate_office,MED,082959 53108,https://aerialtelecom.in/,4.1,30,"225, Phase IV, Udyog Vihar, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=7319822453597081465&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Aerotiq B2B Travel Platform,travel_agency,MED,093111 42166,https://www.aerotiq.com/,5,1,"Suncity Trade Tower, Sector 21, Gurugram, Haryana 122016, Sector 21, Gurugram, Haryana 122061, India",https://maps.google.com/?cid=13567958026836163388&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Agarwal BRS Group,corporate_office,MED,099911 13677,,,,"Shop No 1, Huda Market, Sector 22B Rd, Mullahera, Cartarpuri Alias Daulatpur Nas, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=6510807747358386404&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
"Agilus Diagnostics (formerly SRL) - Reference Lab, Gurugram | Blood Test | Full Body Health Checkup | Pathology Lab",medical_clinic,MED,091115 91115,https://agilusdiagnostics.com/,1,1,"2nd Floor, Plot No. 31, Electronic City, Phase IV, Udyog Vihar, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=8860962116675011041&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
AHAMYO- PHYSIOTHERAPY | DIET/NUTRITION | MENTAL WELLNESS,medical_clinic,MED,095602 64949,https://www.ahamyo.com/,5,3,"SAHARA GRACE CONDOMINIUM, Sector 28, Chakkarpur, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=9532051148040850517&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Ahuja Tyres,tire_shop,MED,098184 54721,,4.1,98,"Maruti Gate, Ahuja Tyres, 1, Old Delhi Gurugram Rd, Udyog Vihar, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=13188185396242257067&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
AIHP Cyber Greens 2,real_estate_agency,MED,098213 16135,https://www.aihp.in/,4.1,11,"Plot No. 484-485, Phase III, Udyog Vihar, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=8764498638921450505&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
AIHP Millennium,real_estate_agency,MED,078610 04918,https://aihp.in/,4,26,"Plot number 92, 93, Phase IV, Udyog Vihar, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=6083567884305965448&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Air France,corporate_office,MED,1800 180 0033,http://www.airfrance.com/,3.2,17,"8th Floor, Tower 8C, Cyber City, DLF Phase II, NH8, DLF Cyber City, DLF Phase 2, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=2275126930521335660&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Air Ok technologies,corporate_office,MED,1800 103 0377,https://airoktech.com/,4.4,27,"221, Udyog Vihar II Rd, Phase II, Udyog Vihar, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=1240769105143820190&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Ajay Pharmacy,pharmacy,MED,098104 99559,,5,16,"Shop No.6, Saraswati Vihar, Maruti Housing Colony, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=9320352632569426973&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Ak Communication,store,MED,091360 73162,,5,3,"Aadarsh Colony Holi Chowk, IDPL Twp, Sector 22A, Sector 19, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=13669246749406101132&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Akash General Store,general_store,MED,087508 59255,,,,"Shop No 12, Kapashera - Samalkha Rd, Udyog Vihar III, Sector 21, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=12973551825783206597&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Akhand Sweets Gurugram,confectionery,MED,093543 43747,https://www.akhand.co.in/,4.3,6,"899, First floor, Udyog Vihar Phase 1, Dundahera Village, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=16128861646116432269&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Akil Automobile Service,auto_parts_store,MED,087430 04333,,,,"375, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=14491715231220645091&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
AKVM Solutions Pvt. Ltd.,travel_agency,MED,0124 414 7685,https://akvmsolutions.com/,4.6,22,"436, Phase IV, Udyog Vihar, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=11213310700252696879&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Alam Election Shop,general_store,MED,096818 15795,,4,1,"Shop No.258, Udyog Vihar Phase 1, Udyog Vihar, Sec21, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=587541470476669117&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Alma Soprano Titanium Uncover Clinic,doctor,MED,097520 07200,https://uncover.co.in/?utm_source=Google&utm_medium=GMB,5,14,"3rd floor, UNCOVER Laser, Skin & Hair clinic, A-14, 9, Golf Course Rd, A Block, DLF Phase 1, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=5450581316876848873&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Alpine Aircon,general_contractor,MED,096438 42995,,,,"Shiv Ashram Compound, Jawala Mill, Old Delhi Gurugram Rd, Sector 22A, Sector 22, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=17512463543267540580&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Aman & Amal Cosmetic,cosmetics_store,MED,072918 07749,,5,2,"House No. 216 Shop No. 11, Sector 28, Chakkarpur, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=16038569212682654782&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Ambiance Mall,cosmetics_store,MED,0124 402 9109,http://in.loccitane.com/,4.4,65,"Ground Floor, Ambience Mall, G-058A, Ambience Island, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=18231101714950100635&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Amd Telecom Private Limited,corporate_office,MED,910602779,http://www.amdtelecom.net/,2,1,"Bldg No 9, Tower B, DLF Tower 8th Rd, DLF Cyber City, DLF Phase 2, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=4922839598920414027&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
AMK Properties,real_estate_agency,MED,098105 77988,,5,5,"31, Ground Floor, Siris Rd, T Block, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=3639577119752408770&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Angel One Ltd. - Madhu Anand,finance,MED,080 3746 7973,https://stockbroker.angelone.in/angel-one-ltd-madhu-anand-stock-broker-udyog-vihar-gurugram-374041/Home?utm_source=locator&utm_medium=googleplaces,,,"5th Floor, Plot No 334, near Collegedunia, Phase-4, Phase III, Udyog Vihar, Sector 19, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=14639474196263270062&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Anil Kumar Das Tea Shop,tea_store,MED,088102 61537,,5,1,"1, Near, Ram Chowk Rd, Udyog Vihar Phase 1, Udyog Vihar, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=8964468723611890349&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Anish Medicine,pharmacy,MED,091662 91957,,,,"Shop Number 62, Dundahera Village, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=10258109751620369956&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Ankita Stationery,store,MED,075039 42572,,3,1,"Ravinder Marg Dlf Phase 3, Nathupur, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=11707238035330155295&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Anushka Forex Private Limited,service,MED,099999 03439,,4.7,52,"Shop No:248, Central Arcade, Mehrauli-Gurgaon Rd, opposite Sahara Mall, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=11825213037714573668&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Anvi General Store,general_store,MED,080768 42149,,4.4,100,"10, Lane Number V-21, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=8451190963005434354&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Apollo 24|7 Lab Tests Near Me | Sector 25 | Home collection | Gurgaon,medical_clinic,MED,080 4885 1037,https://www.apollo247.com/lab-tests-city/gurgaon,3.1,17,"Shop No: 107, Central Arcade, DLF Phase 2, Sector 25, Gurugram, Haryana 122001, India",https://maps.google.com/?cid=17170884826024377543&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Apollo Pharmacy Maruti Suzuki Gurgaon Sector 18,pharmacy,MED,079 4284 5217,https://www.apollopharmacy.in/?utm_source=gmb&utm_medium=organic&utm_campaign=sulekhapromanage-apollo-pharmacy,4.4,20,"Occupational Health Center, Old Palam Gurgaon Road, Maruti Udyog, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=12510531845774433577&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Applied Energy Technologies Private Limited,corporate_office,MED,0124 433 0450,https://www.appliedenergytechnologies.com/,5,7,"288A, 3rd Floor, Phase IV, Udyog Vihar, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=8372831362650872333&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
