name,category,phone,website,address,distance_m,osm
Lord Krishna Hospital,hospital,,,,1855,https://www.openstreetmap.org/node/7009225899
Anisa Tavisha Villa,hotel,,,,1870,https://www.openstreetmap.org/node/13640172502
DT Cinemas,cinema,,,,1873,https://www.openstreetmap.org/node/537972377
St Stephen's Hospital Health Care Facility,hospital,,,,1878,https://www.openstreetmap.org/node/7622826267
Ranbaxy,yes,,,,1879,https://www.openstreetmap.org/node/266740732
Spar,supermarket,,https://www.sparindia.com/,"Mehrauli Gurgaon Road, Gurgaon",1900,https://www.openstreetmap.org/node/6342618184
MGF Megapolis Mall,mall,,,,1917,https://www.openstreetmap.org/way/144358928
AVL India,company,,,"376-377, UDYOG VIHAR",1936,https://www.openstreetmap.org/node/11909251967
Bharat Petroleum,fuel,,,,1961,https://www.openstreetmap.org/node/6071158915
DT City Center,mall,,,,1967,https://www.openstreetmap.org/way/144358926
Smile Group,yes,,,,1967,https://www.openstreetmap.org/way/1340025697
Tata Motors,car,,,,1968,https://www.openstreetmap.org/node/13176666796
SIGN3,company,,,,1986,https://www.openstreetmap.org/node/12395549710
Kohler,appliance,,,,1997,https://www.openstreetmap.org/node/13176681051
Vinfast,car,,,,2005,https://www.openstreetmap.org/node/13176681050
Medklaire,beauty,,,,2005,https://www.openstreetmap.org/node/13176681052
M2M Cybernetics,company,,http://www.m2mcybernetics.com,"301, 4B, Mehrauli Gurgaon Road, Gurgaon",2019,https://www.openstreetmap.org/node/267122070
Surabhi Arya,clothes,,,,2024,https://www.openstreetmap.org/node/13246426332
Rainbow Toys,toys,+91 01244039833,,,2027,https://www.openstreetmap.org/node/13246426333
Regalo Kitchens,kitchen,,,,2029,https://www.openstreetmap.org/node/13246426334
Mayuri's Bespoke Studio,tailor,,,,2032,https://www.openstreetmap.org/node/13246426335
Shutiq,shoes,,,,2034,https://www.openstreetmap.org/node/13246426337
Fortune Hotel,hotel,,,,2067,https://www.openstreetmap.org/way/144272764
cult.fit,fitness_centre,,,,2081,https://www.openstreetmap.org/node/13246426339
House of Lalittya,interior_design,+91 9810318175,https://www.lalittya.com/,,2085,https://www.openstreetmap.org/node/13246426340
Acer Mall,computer,+91 9513384675,https://acermall.shopacer.co.in/shop/a-one-music&computers-acer-mall-exclusive-store-desktop-shop-computer-showroom-in-haryana-gurgaon-1660,,2086,https://www.openstreetmap.org/node/13246426343
Smart24x7 Response Services Pvt. Ltd,government,+91,https://www.smart24x7.com/,"10, Gulmohar Marg, DLF CITY, Phase 2",2087,https://www.openstreetmap.org/node/11357405976
Gurgaon Bikes,bicycle,,,,2088,https://www.openstreetmap.org/node/13246426342
Sikka Maternity And Surgical Center,hospital,,,,2089,https://www.openstreetmap.org/node/7010378677
House of Urvashi,clothes,,,,2090,https://www.openstreetmap.org/node/13246426344
Wooden Street,furniture,,https://www.woodenstreet.com/,,2091,https://www.openstreetmap.org/node/13246426341
Skoda,car,,,,2097,https://www.openstreetmap.org/node/13176626197
Gulati Indian Food,restaurant,,,,2102,https://www.openstreetmap.org/node/13176626194
Divine Look Clinic Centre 1,clinic,,http://www.divinelook.in/,,2110,https://www.openstreetmap.org/node/6993921094
Seven Barrel Brew Pub,bar,+91-95992-30886;+91-72178-19353,,"Golf Course Road, DLF Phase 1, Gurgaon",2112,https://www.openstreetmap.org/node/13175452494
Bodycraft Salon,hairdresser,+91 9035723785,https://www.bodycraft.co.in/location-salon/gurgaon/spa-and-salon-in-dlf-phase-1,,2113,https://www.openstreetmap.org/node/13246426345
Bharat Reshma,clothes,+91 9811035034,https://bharatreshma.com/pages/gurugram-store-haryana,,2116,https://www.openstreetmap.org/node/13246426346
The Golden Dragon,restaurant,,,,2117,https://www.openstreetmap.org/node/13175500408
Gulati,restaurant,,https://gulatirestaurant.co,,2117,https://www.openstreetmap.org/node/13175500421
Chai Town Cafe,fast_food,,,,2123,https://www.openstreetmap.org/node/13175500412
Gurgaon Central Mall,mall,,,,2133,https://www.openstreetmap.org/node/417741649
Barista,cafe,,,,2134,https://www.openstreetmap.org/node/13175452489
Reliance Super,supermarket,,,,2137,https://www.openstreetmap.org/node/482664058
Gurgaon Central,mall,,,,2140,https://www.openstreetmap.org/way/151993531
IndiGo Emma Capital Tower 2,company,,,,2145,https://www.openstreetmap.org/node/11750077369
Capital Diner,restaurant,,,,2147,https://www.openstreetmap.org/node/13175500411
Mega Mall,mall,,,,2152,https://www.openstreetmap.org/way/42946057
Sibang Bakery,cafe,,,,2157,https://www.openstreetmap.org/node/13175452490
DT Mega Mall,supermarket,,,,2162,https://www.openstreetmap.org/node/410058752
Theme Piano World,musical_instrument,,,,2162,https://www.openstreetmap.org/node/13175500414
Yo! Dimsum,fast_food,,,,2165,https://www.openstreetmap.org/node/13175500415
HARSHVIN CHEMICALS,company,,,,2166,https://www.openstreetmap.org/node/12041636100
Momentz,gift,+91 9818683000,https://momentz.in/,,2170,https://www.openstreetmap.org/node/13176650930
Mayank Chawla Menswear,clothes,,,,2172,https://www.openstreetmap.org/node/13176653299
"Uncover Laser, Skin & Hair Clinic",doctors,+91 9752007200;+91 9220504407,https://uncover.co.in/,,2174,https://www.openstreetmap.org/node/13176674137
Trade Uno Fabrics,fabric,+91 8130554637,https://www.tradeuno.com/,,2177,https://www.openstreetmap.org/node/13176669329
Privat Hospital,hospital,,https://www.privathospital.org/,Mehrauli-Gurgaon Road,2178,https://www.openstreetmap.org/node/6994248249
Ruchika Hurria,clothes,,,,2180,https://www.openstreetmap.org/node/13176679633
Fat Tiger,fast_food,,,,2196,https://www.openstreetmap.org/node/13175452496
Trooth Dental,dentist,,,,2202,https://www.openstreetmap.org/node/13176658578
Alimentos,food_court,,,,2205,https://www.openstreetmap.org/way/1433587274
Anahat Hospital,hospital,,,,2207,https://www.openstreetmap.org/node/6071092569
PVR Mega Mall,cinema,,,,2220,https://www.openstreetmap.org/node/410058756
Hyatt Place Gurgaon Udyog Vihar,hotel,,https://www.hyatt.com/en-US/hotel/india/hyatt-place-gurgaon-udyog-vihar/delzo,Old Delhi Gurgaon Road,2220,https://www.openstreetmap.org/way/634074196
Vipul Motors,car_repair,,,,2229,https://www.openstreetmap.org/node/3567864503
Neelkanth Hospital Pvt. Ltd,hospital,,https://www.neelkanthhospital.com/,,2239,https://www.openstreetmap.org/way/38106806
Frontier Kia,car,+91 9619531996;+91 8045888759,,A-14,2246,https://www.openstreetmap.org/node/13176658577
Recon,beauty,,,,2270,https://www.openstreetmap.org/node/13176643016
Samsung,electronics,,,,2271,https://www.openstreetmap.org/node/13176643013
Terragi,clothes,,,,2272,https://www.openstreetmap.org/node/13176704365
"Sidhesh Hospital, Gurgaon",hospital,,,,2275,https://www.openstreetmap.org/node/6994329594
Honda Motors,car_repair,,,,2276,https://www.openstreetmap.org/node/1648252763
Maya Toys and Sports,toys,,,,2276,https://www.openstreetmap.org/node/13176643014
Gorgia Properties,estate_agent,,,,2276,https://www.openstreetmap.org/node/13176704366
Apollo Diagnostics,clinic,+91 124100021,,,2277,https://www.openstreetmap.org/node/13176643012
Sunshine Preschool & Daycate,educational_institution,+91 9811930092,https://www.sunshineeductors.com,"1305, Maruti Vihar, Sector 28, Gurgaon",2299,https://www.openstreetmap.org/node/13028322510
Bespoke Tailors,tailor,,,,2305,https://www.openstreetmap.org/node/13176667075
Omaansh By kushal Jain of FAIRDEALS Karolbag,tailor,,,,2308,https://www.openstreetmap.org/node/13176667076
Nail Story By Nalini,beauty,,,,2309,https://www.openstreetmap.org/node/13176667046
Zaveri Bros Diamonds and Gold private limited,jeweller,,,,2313,https://www.openstreetmap.org/node/13176667078
Ornaz,jeweller,,,,2318,https://www.openstreetmap.org/node/13176667047
Eleve Salon,beauty,,,,2319,https://www.openstreetmap.org/node/13176667051
Brijhair Artstry,beauty,,,,2321,https://www.openstreetmap.org/node/13176667050
Seeash,video,,,,2321,https://www.openstreetmap.org/node/13176667064
The Sleep Company,bed,,,,2338,https://www.openstreetmap.org/node/13176634082
Verity Lex Legal Consulting,lawyer,+91 81786 72224; +91 95553 40017,,,2339,https://www.openstreetmap.org/node/13176652384
Truefitt & Hill,hairdresser,,,,2339,https://www.openstreetmap.org/node/13176656902
Fabuliv,furniture,,,,2339,https://www.openstreetmap.org/node/13176657054
Tulip Kuchen,kitchen,,https://tulipkuchen.com/,,2339,https://www.openstreetmap.org/node/13176658809
Kyra By Anita Arya,beauty,,,,2345,https://www.openstreetmap.org/node/13176667060
Sanjeev Dutta Personality School,educational_institution,,,,2354,https://www.openstreetmap.org/node/13176667044
Looks Salon,beauty,,,,2354,https://www.openstreetmap.org/node/13176667057
Studio One,clothes,,,,2354,https://www.openstreetmap.org/node/13176667062
Unitech Infospace Food Court,restaurant,,,,2357,https://www.openstreetmap.org/way/247672744
Hair n Shanti Unisex Salon,beauty,,,,2358,https://www.openstreetmap.org/node/13176667045
Paperfry.com,furniture,,,,2367,https://www.openstreetmap.org/node/13176667077
Kanishk Mehta,clothes,,,,2369,https://www.openstreetmap.org/node/13176598977
Dermapuritys Aesthetic Clinic,clinic,,,,2370,https://www.openstreetmap.org/node/13176646904
Karan & Moin Menswear,clothes,,,,2371,https://www.openstreetmap.org/node/13176646905
The Barber Salon,hairdresser,,,"524, Old Delhi Gurgaon Road, Gurgaon",2379,https://www.openstreetmap.org/node/5319690219
Dr Ohris Dental Clinic,dentist,,,,2380,https://www.openstreetmap.org/node/13176653327
Studio Bespoke: Gentlemen’s Attire,clothes,,,,2383,https://www.openstreetmap.org/node/13176636656
Jewelounge,jewelry,,,,2383,https://www.openstreetmap.org/node/13176641404
Doctor Ohris Dental Clinic,dentist,,,,2384,https://www.openstreetmap.org/node/13176641403
Maruti Suzuki,car_repair,,,,2385,https://www.openstreetmap.org/node/11037384824
The New Beginning,doctors,+91 124 422 7991; +91 124 422 7838; +91 98103 03336,,,2390,https://www.openstreetmap.org/node/13176643803
Canteen,restaurant,,,,2390,https://www.openstreetmap.org/way/120110600
Pause Spa,beauty,,,,2391,https://www.openstreetmap.org/node/13176653325
Royal Enfield,motorcycle,,,,2394,https://www.openstreetmap.org/node/13176653334
Evoke Hair Clinic,beauty,,,,2395,https://www.openstreetmap.org/node/13176653337
Meadows,beauty,,,,2396,https://www.openstreetmap.org/node/13176653324
Om Electrical,electrical,,,"12, A55",2426,https://www.openstreetmap.org/node/10925506088
Shri Balaji Store,dairy,,,,2431,https://www.openstreetmap.org/node/10688307095
The Cake Company,pastry,,,,2440,https://www.openstreetmap.org/node/10688316841
Le Meridien Gurgaon,hotel,+91 124-4992000,https://www.marriott.com/en-us/hotels/deldm-le-meridien-gurgaon-delhi-ncr/overview/,"Sector 26, M.G. Road, Gurgaon Delhi Gurgaon Border, Gurgaon, Haryana, India, 122002",2442,https://www.openstreetmap.org/way/144272841
GV Hair Unisex,beauty,,,,2447,https://www.openstreetmap.org/node/13176667049
Hotel Luxe And Stayz,hotel,,,,2447,https://www.openstreetmap.org/node/13176694652
Megha Darjeeling Restaurant,restaurant,7428205724,,"A55/14, DLF Phase 1, Sector 28",2448,https://www.openstreetmap.org/node/10908640655
Bblunt Salon,beauty,,,,2449,https://www.openstreetmap.org/node/13176667056
Heads Up for Tails,pet,,,,2451,https://www.openstreetmap.org/node/13176667055
DuckDuckBaby,baby_goods,,,,2454,https://www.openstreetmap.org/node/13176619916
Essel Towers Shopping Complex,convenience,,,,2458,https://www.openstreetmap.org/node/1375860397
VLCC,beauty,,,,2460,https://www.openstreetmap.org/node/13176624280
Aesthetics Redefined,beauty,,,,2465,https://www.openstreetmap.org/node/13176653336
Le Meridien Hotel,hotel,,,"Sector 26, Gurgaon",2467,https://www.openstreetmap.org/way/266679859
Red Orchid Spa Gurgaon,massage,+91-124-4287808,,"A 26/14, 2nd Floor, A 26, 14, Golf Course Rd, DLF Phase 1, Sector 28,, Gurugram",2472,https://www.openstreetmap.org/node/11238180264
Geetanjali Salon,beauty,,,,2475,https://www.openstreetmap.org/node/10704460406
RBL Bank,bank,,,,2505,https://www.openstreetmap.org/node/11930060342
Grofers Supply Chain & CRM,company,,https://grofers.com/,GP43 Sector 18,2517,https://www.openstreetmap.org/node/7051812586
Lakeforest Wines,alcohol,,,,2531,https://www.openstreetmap.org/node/11929097616
Skechers,shoes,,,,2538,https://www.openstreetmap.org/node/9714358890
GINNI Food,fast_food,,,,2557,https://www.openstreetmap.org/node/11688160110
The BombayKery,bakery,,,,2561,https://www.openstreetmap.org/node/4709907892
Barbecue Grill,restaurant,,,,2568,https://www.openstreetmap.org/node/2345064572
Rarity Dental,dentist,+91 78994 18483,https://raritydental.com,,2572,https://www.openstreetmap.org/node/13176612124
Bazar,convenience,,,,2576,https://www.openstreetmap.org/node/11025724805
Kendriya Vidyalya AFS Rajokari,educational_institution,,,,2616,https://www.openstreetmap.org/node/11688160202
บ้านโบว์,hotel,,,,2627,https://www.openstreetmap.org/node/4417125694
Oriental Bank of Commerce,bank,,https://www.obcindia.co.in,,2650,https://www.openstreetmap.org/node/4068249294
MK Yoga classes,fitness_centre,,,,2678,https://www.openstreetmap.org/way/1257188606
DGD Rajokari,clinic,011-25063937,,,2681,https://www.openstreetmap.org/node/7138493186
Westin,hotel,,,,2682,https://www.openstreetmap.org/way/75437811
Dream Education Centre,stationery,,,,2684,https://www.openstreetmap.org/node/11688160118
Orison Car rental,car_rental,,,,2686,https://www.openstreetmap.org/node/11688160116
DS tatto art,tattoo,,,,2701,https://www.openstreetmap.org/node/11688160117
EdOn Globals,educational_institution,,,,2701,https://www.openstreetmap.org/node/11688160125
The Vidya Mandir Institute,educational_institution,,,,2717,https://www.openstreetmap.org/node/11688160123
Shankar Ki Dukaan,yes,,,,2727,https://www.openstreetmap.org/node/11688160127
marble market,marketplace,,,,2728,https://www.openstreetmap.org/way/143050456
Skinfinity Derma,doctors,+91 8591110110,,,2731,https://www.openstreetmap.org/node/13246707608
BabyJoy IVF,clinic,+91 9555044044,,,2734,https://www.openstreetmap.org/node/13246707609
Kailash Hotal,motel,,,,2735,https://www.openstreetmap.org/node/11688160129
DP Cloth,yes,,,,2736,https://www.openstreetmap.org/node/11688160126
Thukral Hospital,hospital,,,,2739,https://www.openstreetmap.org/node/6997568727
Daily Dose,alcohol,,,,2740,https://www.openstreetmap.org/node/10869059264
VK Bachat Bazaar,mall,,,,2747,https://www.openstreetmap.org/node/11688160167
Super Mart Fashion Hub,clothes,,,,2756,https://www.openstreetmap.org/node/11688160159
Vinod Bag Manufacturing House,bag,,,,2757,https://www.openstreetmap.org/node/11688160160
Air Force School,educational_institution,,,,2761,https://www.openstreetmap.org/node/11688160115
Krishna Healthcare Centre,yes,,,,2763,https://www.openstreetmap.org/node/11688160163
Vikas stationary and gift centre,gift,,,,2764,https://www.openstreetmap.org/node/11688160166
Hindustan Petroleum,fuel,,,,2769,https://www.openstreetmap.org/node/10869059265
Karara Mujassme India (Garden Furniture Store),furniture,,,,2773,https://www.openstreetmap.org/node/11688160144
Delhi-38,restaurant,,,,2773,https://www.openstreetmap.org/node/11688160145
Shayora Foot Wear,shoes,,,,2778,https://www.openstreetmap.org/node/11688160147
Corporation Bank,bank,,,,2782,https://www.openstreetmap.org/node/11688160164
Maa Ganga Vidyalaya,educational_institution,,,,2788,https://www.openstreetmap.org/node/11688160128
Nisha General Store,yes,,,,2793,https://www.openstreetmap.org/node/11688160143
Shree Shyam Automobile,car_repair,,,,2798,https://www.openstreetmap.org/node/11688160142
BraaiCraft Smokehouse,restaurant,+919816461233,https://www.smokehousebybraaicraft.com/,"#17, inside Lotus Villas, Gurgaon",2799,https://www.openstreetmap.org/way/414381107
Rahul Auto Cabs,car_rental,,,,2800,https://www.openstreetmap.org/node/11688160150
Kashgar,restaurant,+916230401233,,"17, Inside Lotus Villas, DLF IV, Gurgaon",2803,https://www.openstreetmap.org/node/13238895997
Shivam Enterprises,hardware,,,,2806,https://www.openstreetmap.org/node/11688160140
MetalTechMotors Pvt. Ltd. (ISUZU dealer),car,,,,2808,https://www.openstreetmap.org/node/11688160161
Indian Bank,bank,,,,2826,https://www.openstreetmap.org/node/11688160175
Superfit Gym,fitness_centre,,,,2827,https://www.openstreetmap.org/node/11688160148
Sector 21 Shopping Complex,supermarket,,,,2829,https://www.openstreetmap.org/node/2407092862
Suman Store,yes,,,,2832,https://www.openstreetmap.org/node/11688160141
Ganga Nursery,garden_centre,,,,2846,https://www.openstreetmap.org/node/11688160149
Neha Store,yes,,,,2848,https://www.openstreetmap.org/node/11688160134
Manish Dhaba,restaurant,,,,2850,https://www.openstreetmap.org/node/11688160131
Real Estate Consultant EMAAR MGF Palm,consulting,,,,2852,https://www.openstreetmap.org/node/11688160154
Rajiv Gandhi Renewable Energy Park,government,,https://www.hareda.gov.in/,"Leisure Valley Road, Sector 29, Gurugram",2857,https://www.openstreetmap.org/node/4794693957
Shree Balaji General Store,general,,,,2866,https://www.openstreetmap.org/node/11688160151
Grocery4All,greengrocer,,,,2867,https://www.openstreetmap.org/node/11688160132
Computer Education Point,educational_institution,,,,2877,https://www.openstreetmap.org/node/11688160168
Ajay Store,yes,,,,2878,https://www.openstreetmap.org/node/11688160136
Pradeep Chicken Shop,yes,,,,2896,https://www.openstreetmap.org/node/11688160138
Queen's Homemade Bakery,bakery,,,,2900,https://www.openstreetmap.org/node/11688160139
Binge,bakery,,,,2901,https://www.openstreetmap.org/node/4710027589
Air Force Station Rajokri,guest_house,,,,2902,https://www.openstreetmap.org/node/12584379622
EURO Cars,car,,,,2917,https://www.openstreetmap.org/node/11688160137
Chirag Medicos,medical_supply,,,,2944,https://www.openstreetmap.org/node/11688160169
BilawatMarble,stonemason,,,,2945,https://www.openstreetmap.org/node/11888519886
GYAN SAGAR CONVENT SCHOOL,educational_institution,,,,2962,https://www.openstreetmap.org/node/11688160170
HP,fuel,,,,2966,https://www.openstreetmap.org/node/728300538
The Pizza Club,restaurant,,,,2969,https://www.openstreetmap.org/node/11688160171
Mukesh Family Friendly restaurant,restaurant,,,,2985,https://www.openstreetmap.org/node/11694035169
